Restaurant Name,Aggregate rating,Rating Range,Count,,Votes,Average
Fuji Japanese Restaurant,4,,,,312,
Healthy Routes,4,,,,361,
HotMess,4.3,,,,1129,
House of Commons,4,,,,510,
Johnny Rockets,4,,,,608,
Odeon Social,4.1,,,,1959,
Pebble Street,4,,,,817,
Piali - The Curry Bistro,4.1,,,,400,
Saravana Bhavan,4.3,,,,5172,
Smoke On Water,4.1,,,,467,
Starbucks,4.1,,,,2417,
The Darzi Bar & Kitchen,4.1,,,,90,
The G.T. Road,4.3,,,,104,
The Town House Cafe,4,,,,2252,
United Coffee House,4.1,,,,1838,
Unplugged Courtyard,4,,,,1758,
Wenger's Deli,4.3,,,,1457,
Wenger's,4.3,,,,3591,
{Niche} - Cafe & Bar,4.1,,,,492,
Chicken Minar,2.6,,,,77,
G Lounge,3.2,,,,113,
Gyms Kook,3.3,,,,140,
Burger Joint,3.5,,,,164,
Eleven to Eleven,3.1,,,,106,
Le Chef,3.3,,,,134,
McDonald's,3.4,,,,77,
The Buffet Wagon,3.3,,,,102,
Haldiram's,3.5,,,,217,
Connexions Bar - Crowne Plaza,3.5,,,,59,
Deli - Crowne Plaza,3.7,,,,60,
Lobby Lounge - Crowne Plaza,3.2,,,,12,
Infinity - Crowne Plaza,3.5,,,,115,
Fiery Grills,3.3,,,,165,
McDonald's,3.4,,,,41,
Cafe Desire,3.5,,,,116,
Haldiram's,3.7,,,,262,
Kake Di Hatti,3.5,,,,364,
Akash Deep,2.8,,,,28,
Al Saad Foods,3.2,,,,12,
Cafe Coffee Day,2.8,,,,22,
Chandrika,2.9,,,,6,
Dawat-E-Chaman,3.4,,,,45,
Kallu Nihari,3,,,,6,
King Bikaneri,2.9,,,,6,
Manchanda Bakery,3.1,,,,8,
McDonald's,2.8,,,,23,
Mehta Restaurant,3.2,,,,6,
Shree Jee Rasoi,3,,,,33,
Taj Snacks,3,,,,5,
Zaika,3.4,,,,159,
Bagli's Kitchen,3.7,,,,85,
Bhaja Govindam,3.8,,,,189,
Changezi Chicken,3.7,,,,519,
Dilli Gate,3.5,,,,26,
Jahangeer Foods,3.8,,,,124,
Moti Mahal,3.6,,,,711,
Nandlal Ka Dhaba,3.6,,,,109,
Sugandh,3.7,,,,57,
Suvidha Vegetarian,3.6,,,,88,
Anupam Jalpan,0,,,,0,
Aunty's Kitchen,0,,,,0,
Cafe Coffee Day,0,,,,0,
Delhi 6 Foods,0,,,,0,
Fry Centre,0,,,,0,
Hilal Hotel Nihari,0,,,,0,
Iqbal's Mughal Cuisine,0,,,,0,
Kake Di Hatti Punjabi Khana,0,,,,1,
Kaushal Dhaba,0,,,,0,
Khan Foods,0,,,,0,
Kumar Sweet House,0,,,,1,
Negi Restaurant,0,,,,0,
Old Delhi Food Factory,0,,,,3,
Parantha Point,0,,,,1,
R.P.W Pizza,0,,,,3,
Rajdhani Restaurant,0,,,,0,
Roll's World,0,,,,0,
Shree Krishna Dhaba,0,,,,0,
Taj Chicken Point,0,,,,0,
Domino's Pizza,2.3,,,,32,
Delhi 6 - Royal Cuisine Of The Walled City,4.1,,,,271,
Food Hub,3,,,,4,
RR China Tawun,0,,,,1,
Aka Saka,3.3,,,,176,
Anil Mishtan Wala,3.1,,,,10,
Barista,3.3,,,,73,
Cafe 1 Fast Food,3,,,,12,
Cake Central - Premier Cake Design Studio,3.4,,,,13,
Chawla's Tandoori Junction,3.3,,,,33,
Chawnsan Chef,3.4,,,,104,
Choco Kraft,3.2,,,,12,
Colonel's Kababz,3.2,,,,600,
Confectionately Seerat's,3.2,,,,13,
Country Curries,2.7,,,,8,
Domino's Pizza,2.5,,,,78,
Duggal's Rasoi,3.4,,,,35,
Firefly India,3.4,,,,16,
Fluffles - The Fluffy Waffle Co.,2.5,,,,7,
Giani's,2.8,,,,26,
Giani,3.3,,,,29,
Green Chick Chop,2.7,,,,16,
Gulshan Fish & Chicken Fry,3.2,,,,14,
Kitchen22,3.1,,,,9,
La Chocoallure,2.9,,,,7,
Little Dragon,2.9,,,,102,
Maddi Sweet Centre,3.2,,,,22,
Man Vs Food The Kitchen,3.1,,,,9,
MB's,3.1,,,,128,
Moet's Sizzlers,3,,,,496,
Oberoi's,3.2,,,,8,
Punjabee's Darbar,3.3,,,,19,
Qureshi's Kabab Corner,3.4,,,,35,
Saleem's Restaurant,3.2,,,,53,
Suri Saab Restaurant,3,,,,39,
The Sweet Boutique,3.3,,,,25,
Tibb's Frankie,3.2,,,,28,
Veg Ex,3.4,,,,44,
Zaaika Junction,2.6,,,,56,
28 Capri Italy,3.9,,,,245,
4S Chinese Restaurant,3.5,,,,215,
Amici Cafe,3.6,,,,386,
Angels in my Kitchen,3.8,,,,460,
Arabian Delites,3.6,,,,146,
Baskin Robbins,3.7,,,,55,
Cafe Brown Sugar,3.7,,,,390,
Chakhnaa Wala,3.5,,,,15,
Cocoberry,3.6,,,,130,
Concept,3.9,,,,301,
Deez Biryani & Kebabs,3.7,,,,338,
Def Col Social,3.9,,,,798,
D?_ner Grill,3.8,,,,192,
Hong Kong Express,3.8,,,,196,
Kent's Fast Food,3.7,,,,766,
Koyla Kebab,3.6,,,,42,
Meraki Cafe & Bar,3.6,,,,139,
Milk Patisserie,3.8,,,,24,
Moets Curry Leaf,3.5,,,,208,
Moets Oh! Bao,3.6,,,,99,
Moets Shack,3.7,,,,601,
Moets Stone,3.8,,,,354,
Moti Mahal Delux,3.8,,,,130,
Nizam's Kathi Kabab,3.8,,,,303,
NYC.PIE,3.8,,,,306,
Raro,3.7,,,,304,
Sagar Ratna,3.7,,,,308,
Subway,3.6,,,,84,
Swagath,3.9,,,,749,
The Jugaad Cafe Bar,3.8,,,,238,
Chicken Biryani Centre,0,,,,2,
Ekta Restaurant,0,,,,2,
Garam Masala,0,,,,0,
Gulati Food Corner,0,,,,2,
Kolkatta Kathi Roll,0,,,,0,
Muradabadi Shahi Biryani & Chicken Corner,0,,,,0,
Rara Dragon,0,,,,0,
Mehfil,2.4,,,,35,
Bonne Bouche,4.1,,,,711,
Cafe Yell,4.4,,,,50,
Defence Bakery,4.1,,,,561,
Desi Vibes,4,,,,183,
Ek Bar,4.1,,,,242,
Hwealthcafe,4.1,,,,223,
Kathputli,4.1,,,,769,
Kulfiano,4,,,,169,
Number 31,4.2,,,,63,
RoadRomeo,4,,,,460,
Sagar Ratna,4,,,,782,
The Culinary Pitaara,4.2,,,,95,
Whipped,4.2,,,,372,
Milko's,0,,,,2,
Mom's Bake,0,,,,0,
RV Restaurant,0,,,,0,
Turning Point Fast Food,0,,,,1,
A Vaishno Bhojnalaya,3.1,,,,29,
Aim Delhi Cafe,3.4,,,,69,
Apni Rasoi,2.8,,,,109,
Blue Bull Cafe,2.8,,,,15,
Cafe Bethak,3.4,,,,76,
Cafe Coffee Day,3.4,,,,46,
Cafe Coffee Day,3.2,,,,87,
Chakhlo Food Court,2.6,,,,45,
Domino's Pizza,2.5,,,,109,
Frontier,3,,,,8,
Good Foods,3.3,,,,35,
Grain Bell Restaurant,2.8,,,,81,
Green Chick Chop,3.1,,,,72,
Grover's - The Baker Shop,3,,,,18,
Hookups Cafe & Lounge,3.3,,,,113,
Jai Hind Dairy,2.8,,,,5,
Kaveri,3.3,,,,51,
Khushboo Vaishno Dhaba,2.9,,,,5,
Korea Restaurant,3,,,,82,
Kukkad Nukkad,3,,,,12,
Metro Fast Food,2.6,,,,26,
Mughlai Flavours,3.2,,,,17,
Pitstop,3.3,,,,85,
Pizza Hut,3.4,,,,143,
Prince Snacks & Momo's Point,3.4,,,,39,
Qash Retro Bar,2.7,,,,81,
Red Chillies,3.3,,,,69,
Samrat Bakers,2.6,,,,16,
Samrat Restaurant,3.4,,,,173,
Shammi Bhai Lassi Wala,3.2,,,,45,
Shooters Lounge and Bar,2.7,,,,50,
Singh Ching,3.4,,,,427,
Southy,2.6,,,,138,
Take n Taste Shawarma Zone,3,,,,14,
The Night Owl,2.8,,,,51,
Tilak's The Diners,3.1,,,,130,
Spezia Bistro,4.6,,,,1071,
Cent Percent The Pastry Shop,3.6,,,,258,
For God's Cake,3.9,,,,533,
Laxmi Ice Cream,3.7,,,,93,
Mirch Masala MM Cafe,3.7,,,,484,
Moh Maya Cafe,3.7,,,,49,
QD's Restaurant,3.9,,,,2724,
SuperHero Cafe,3.8,,,,541,
Suresh Fast Food,3.7,,,,91,
Wood Box Cafe,3.8,,,,1970,
Best Biryani,0,,,,0,
Derawal Soda Fountain,0,,,,1,
Eat & Gulp,0,,,,1,
L.N Live Kitchen,0,,,,0,
Papa Buns,0,,,,1,
Preet Fast Foods,0,,,,0,
Sikkim Chinese Food,0,,,,2,
Tawa King,0,,,,0,
The Pork Shop,0,,,,3,
TiffinToons,0,,,,0,
Vaishno Rasoi,0,,,,3,
Sagar Ratna,2.4,,,,147,
Slice of Italy,2.4,,,,148,
Bakar The Cafe,4.1,,,,111,
Indus Flavour,4.1,,,,1384,
Raw Creams,4.3,,,,156,
Ricos,4.3,,,,4085,
The Hudson Cafe,4.4,,,,1537,
YOLO 21,4.2,,,,1526,
Assam Food Stall,2.8,,,,45,
Darbar E Awadh,3.2,,,,26,
Hotel Tamil Nadu,3.1,,,,13,
Incrivel Goa,2.5,,,,29,
Lakshadweep,2.8,,,,11,
Odisha,3.1,,,,52,
Rajasthan Food Stall No. 1,3.4,,,,69,
Shillong View,3,,,,36,
Wazwan,3.1,,,,44,
Zayaka,2.8,,,,8,
Bihar ki Rasoi,3.5,,,,28,
Bijoli Grill,3.7,,,,182,
Maharashtra Food Stall,3.6,,,,93,
Manipur Food Stall,3.6,,,,72,
Momo Mia,3.8,,,,152,
Mother Dairy Ice Cream,3.5,,,,19,
Nagaland,3.7,,,,143,
Navdanya Organic Food Cafe,3.5,,,,24,
Tashi Delek Food Stall,3.5,,,,30,
Punjabi Rasoi,2.3,,,,30,
Aggarwal Bikaner Sweets,3,,,,9,
Angels Kitchen,3.2,,,,10,
Bedi's Kabab Corner,3.2,,,,15,
Bravo Diet Food and Nutrition,3,,,,7,
Chacha Chicken,2.8,,,,9,
Chao Cart,3.3,,,,32,
Chimney,2.9,,,,4,
Chutneez Ishtyle Bar and Dining,3.3,,,,56,
Deep Chicken Point,3,,,,16,
Domino's Pizza,3.3,,,,87,
Govind Dhaba,3.4,,,,39,
Huddle Cafe,3.4,,,,23,
Kovilakam,3.2,,,,11,
Mathur's Kitchen,2.6,,,,15,
McDonald's,3.3,,,,65,
New South Indian Hut,3.1,,,,7,
Night Bite,2.6,,,,14,
Pizza Station,3,,,,7,
Pummy Restaurant,2.7,,,,14,
Republic of Chicken,3,,,,4,
Salt N' Pepper,2.7,,,,177,
Shahi Zaikaa,3,,,,6,
Shubham,2.7,,,,39,
South Indian Corner,3.3,,,,27,
Sultan Food,3.1,,,,14,
Uncle Bakery,3.1,,,,15,
Urban Chopstick,2.6,,,,50,
Urban Kabab,3.1,,,,97,
Urban Punjab,3.2,,,,103,
Haldiram's,3.5,,,,88,
Pizza Hut Delivery,3.6,,,,107,
Aggarwal Sweet Corner,0,,,,0,
Amritsari Naan Hut,0,,,,1,
Annapurna Bhojnalaya,0,,,,2,
Asia,0,,,,0,
Bablu Chinese Food,0,,,,0,
Bikaner Rasoi,0,,,,1,
Crazzy Bite,0,,,,0,
Da Pizza Farm,0,,,,1,
Dada Ka,0,,,,0,
Friends N Foods,0,,,,0,
Hot N Fresh Pizza,0,,,,0,
Kake Di Chap,0,,,,2,
Kathi Junction,0,,,,0,
KSG,0,,,,1,
Mahavrer Chap Express,0,,,,0,
Mamma Drools,0,,,,0,
Pawan Foods,0,,,,0,
Pizza Hub,0,,,,2,
Prem Rasoi,0,,,,0,
Sanjha Chulah Babe Da,0,,,,2,
Shakun Cook-Du-Ku,0,,,,0,
The Taste of Punjab,0,,,,1,
Vaishno Bhojanalaya,0,,,,2,
Wrap N Roll,0,,,,1,
Zaika-E-Chaap Express,0,,,,0,
Slice of Italy,2.3,,,,57,
Bemisaal,3.4,,,,122,
Grillz,2.5,,,,85,
Tandoor Ka Zaika,2.6,,,,55,
The Barley House,3.4,,,,35,
Muffins,3.5,,,,56,
Dilli Darbar,2.3,,,,118,
Cafe Coffee Day,3,,,,29,
Domino's Pizza,3,,,,63,
Kings Kulfi,3.3,,,,14,
McDonald's,3.6,,,,62,
Tibb's Frankie,0,,,,2,
Cafe E,3.5,,,,83,
Cha-Shi,3.8,,,,118,
Habibi,3.1,,,,134,
Tikka Town,2.8,,,,138,
4700BC Popcorn,3.8,,,,152,
Al Zaitoon,3.5,,,,246,
Dunkin' Donuts,3.8,,,,426,
Foodhall,3.9,,,,71,
Haldiram's,3.7,,,,229,
TGI Friday's,3.7,,,,984,
The Beer Cafe,3.5,,,,295,
Big Chill,4.4,,,,2777,
Cinnabon,4.1,,,,397,
RollsKing,4.1,,,,71,
Tikka Town,3.2,,,,118,
Cafe Brown Sugar,3.6,,,,161,
Chaayos,3.9,,,,91,
Cinnabon,3.9,,,,360,
Foodhall,3.7,,,,69,
Haldiram's,3.7,,,,134,
Keventers,3.8,,,,154,
Krispy Kreme,3.9,,,,98,
L'Opera,3.8,,,,159,
Mad Over Donuts,3.7,,,,169,
Starbucks,3.9,,,,109,
The Beer Cafe,3.8,,,,170,
Ooh Lala !,4,,,,154,
Domino's Pizza,2.7,,,,59,
Flaming Wok,2.7,,,,112,
Frontier,3,,,,11,
Haldiram's,3.6,,,,195,
McDonald's,3.5,,,,100,
Meatwale.com,0,,,,0,
Subway,2.4,,,,65,
Twenty Four Seven,2.9,,,,7,
Wah Ji Wah,2.9,,,,8,
Aggarwal Sweets,2.7,,,,10,
Al-Malik,3.2,,,,21,
Bikaner Sweets,2.8,,,,13,
Cafe Coffee Day,2.7,,,,24,
Delhi Rasoi,3.3,,,,19,
Food Land,3.2,,,,16,
Froshier Fruits,3,,,,7,
Govinda's Confectionery,3.1,,,,12,
Halka Fulka,3.1,,,,11,
Hasty Tasty,2.8,,,,12,
Ikreate,3.1,,,,9,
Khan's Dilli-6 Biryani,3,,,,19,
Kolkata Hot Kathi Roll,2.7,,,,21,
Kowloon Express,3.4,,,,17,
LaDiDa,3.2,,,,14,
Litti.In,2.8,,,,4,
Mughals Rasoi,3.2,,,,38,
Naagar Foods,3.1,,,,17,
Novelty Chicken Corner,3.3,,,,61,
Raju Vaishnav Dhaba,3.2,,,,19,
Republic of Chicken,2.9,,,,4,
Shiv Shakti Vaishno Bhojnalaya,3.1,,,,22,
Spice Tree,2.7,,,,12,
Vadapav Junction,3.2,,,,14,
Zaaika Junction,3.1,,,,25,
17 Degree Food Service,0,,,,1,
Aggarwal Eating Point,0,,,,2,
Al- Laziz,0,,,,0,
Al- Sheikh,0,,,,2,
Anupama Sweets & Restaurant,0,,,,2,
Aurangzeb,0,,,,1,
Da Pizza Corner,0,,,,2,
Delhi Food Adda,0,,,,0,
Delhi Lazeez,0,,,,2,
Delhi Pizza Corner,0,,,,2,
Dessert Carte,0,,,,0,
Firangi Mithai,0,,,,0,
Ghar Ka Khana,0,,,,0,
Heera Chicken Corner,0,,,,0,
Jagram Dhaba,0,,,,2,
Janaab,0,,,,1,
K.K. Fast Food Service,0,,,,3,
Kasur Khyon,0,,,,0,
Kitchen King,0,,,,2,
Laziz Chinese Fast Food,0,,,,0,
Munch Brunch Cafe,0,,,,3,
Piyu Fast Food,0,,,,0,
Punjabi Tandoor,0,,,,3,
Roll Corner,0,,,,2,
Sher-e-Punjab,0,,,,0,
Test Restaruants for Medio,0,,,,1,
Uncle Sam,0,,,,0,
Vijay Store,0,,,,1,
Viya Cupcakery,0,,,,0,
Zaika Muradabadi,0,,,,0,
Asian Haus,4.1,,,,686,
Bake Club,3.2,,,,44,
Barichi,2.9,,,,11,
Barista,3.2,,,,44,
Baskin Robbins,2.6,,,,11,
Bite & More,3.3,,,,24,
Blue Water Grille Express,2.6,,,,27,
Brainfreezzers,3,,,,5,
Caboose X Cafe & Lounge,3.2,,,,39,
Cafe Buddy's,2.9,,,,5,
Cafe Coffee Day,2.9,,,,38,
Chinese Food,3.1,,,,13,
Chinese King,2.5,,,,6,
Cocoberry,3.3,,,,28,
Eggless Dukes,3.1,,,,5,
Empire The Meat Shop,3.3,,,,31,
FOG Cafe and Lounge,3,,,,4,
Forty 3 East,3.2,,,,38,
Green Chick Chop,3.3,,,,31,
Gyan's,3.4,,,,93,
Indi-QUE,3.3,,,,46,
Keventers,3,,,,6,
Pick Fresh Fish,3.2,,,,17,
Sat Guru Dhaba,2.6,,,,43,
Sharazz,3.2,,,,32,
Spice Box,3.4,,,,21,
The Baithak's,3.2,,,,87,
The Taste of India,3.2,,,,12,
Twenty Four Seven,3,,,,23,
Wrapss,3.1,,,,50,
Domino's Pizza,3.5,,,,119,
Dunkin' Donuts,3.6,,,,177,
Naivedyam,3.6,,,,359,
Punjabi Chaap Corner,3.5,,,,53,
Rice Bowl,3.7,,,,241,
The Diet Kitchen,3.9,,,,178,
The Yellow Chef,3.7,,,,146,
Tsui Wong,3.8,,,,145,
VC's Food Paradise,3.5,,,,26,
WeDesi Flavours,3.9,,,,54,
Hardwari,0,,,,3,
Johny's Vada Pav,0,,,,3,
My Kind Of Cafe,0,,,,3,
Panchratna Thali,0,,,,1,
Punjabi Rasoi,0,,,,2,
Shisha,0,,,,0,
Snacks and More,0,,,,3,
Swag Cafe,0,,,,3,
The Pink Whisk,0,,,,2,
Stabbers,2.4,,,,101,
Duke's Pastry Shop,4.1,,,,150,
Cafe Coffee Day,3.1,,,,44,
Chicago Pizza,2.5,,,,93,
Drool Waffles,3.1,,,,9,
Gelato Vinto,3.3,,,,9,
Joost Juice Bar,3.2,,,,9,
Karim's,3.1,,,,185,
Moti Mahal Delux,3.1,,,,100,
Sagar Ratna,3.3,,,,70,
Yo! China,2.6,,,,110,
Chaayos,3.6,,,,106,
Dimcha,3.9,,,,145,
Keventers,3.9,,,,57,
Khan Chacha,3.6,,,,23,
Sona Pure Veg Paradise,3.8,,,,158,
Subway,3.8,,,,97,
The Crunch Box,3.7,,,,21,
Nando's,0,,,,3,
FIO Cookhouse and Bar,4,,,,752,
Lord of the Drinks Forum,4.2,,,,756,
The Chatter House,4,,,,1700,
The Flying Saucer Cafe,4.3,,,,3002,
Tea Lounge - Eros Hotel,3.3,,,,21,
Blooms - Eros Hotel,3.9,,,,150,
Lounge & Bar - Eros Hotel,3.5,,,,18,
Sweet & Crusty - Eros Hotel,3.7,,,,44,
Empress of China - Eros Hotel,4.2,,,,119,
Essex Collections Patisserie,3.4,,,,50,
Essex Village Garden,3.4,,,,218,
Yes Minister - Pub & Kitchen,3.7,,,,234,
Gupta's Food Point,0,,,,1,
Andhra Bhavan,4.2,,,,3010,
Barista,3.2,,,,15,
Indian Accent - The Manor,4.9,,,,1934,
Dilli Grillz,0,,,,2,
Foodies,0,,,,0,
Giani's,0,,,,1,
FIO Country Kitchen and Bar,4.2,,,,1561,
Amul Ice-Cream Parlour,3,,,,4,
Bunty Dhaba,2.8,,,,8,
Chawla's,3.3,,,,50,
China Town,3,,,,8,
Chinese Inn,2.8,,,,28,
Grub Street,3.4,,,,31,
Guru Kripa,3,,,,4,
Himcream,3.3,,,,17,
Kashish Restaurant & Caterers,2.8,,,,8,
Punjabi's Veg Grill,3.2,,,,8,
Rahul Meat Corner,3.1,,,,6,
Ramesh Vaishno Dhaba,2.7,,,,17,
The Chinese Hut,2.8,,,,50,
Nagpal Di Hatti,3.5,,,,29,
Ramesh Vaishno Dhaba,3.5,,,,31,
Baweja's Haandi,0,,,,0,
Chaman Dhaba,0,,,,3,
Insane Foods,0,,,,0,
Jo Jo Chinese Fast Food,0,,,,1,
Kailash Vaishno Dhaba,0,,,,0,
Khurana Eating Point,0,,,,0,
Lots of Food,0,,,,1,
Madras Cafe,0,,,,0,
Parantha on Call,0,,,,0,
Pompas Chicken,0,,,,1,
Prem Ji Delhi Wale,0,,,,0,
Punjabi Tandoori Tikka,0,,,,0,
Punjabi's Veg Grill,0,,,,0,
Shree Banke Foods,0,,,,3,
Singh's,0,,,,0,
Soya Twist,0,,,,0,
Spice Studio,0,,,,0,
Tandoori Tadka,0,,,,1,
Tasty Tandoor,0,,,,0,
The Square Meal,0,,,,1,
Barbeque Nation,4,,,,756,
Burger King,3.4,,,,33,
BED,3,,,,9,
Cafe Coffee Day - The Lounge,2.6,,,,70,
Hunger Strike,3.3,,,,70,
Karim's,3.3,,,,75,
Nescafe,3.4,,,,36,
New Bengal Sweets,3.1,,,,26,
Red Wok,3.3,,,,146,
Room Service,3.4,,,,246,
Samavar,3.3,,,,89,
Subway,2.5,,,,115,
The Cocktail House,3.4,,,,58,
The Food Junction,2.8,,,,78,
The Kathis,3,,,,67,
The Munchbox,3.4,,,,199,
The Sugar Story,3.3,,,,19,
Owl is Well,4.5,,,,162,
A Piece of Paris,3.6,,,,38,
Baking Bad,3.8,,,,697,
Baskin Robbins,3.6,,,,56,
Bliss Bakery,3.8,,,,51,
Bread & More,3.7,,,,130,
Bun Intended,3.9,,,,349,
Cafe Culture,3.8,,,,50,
Cafe Diva,3.9,,,,347,
Cafe Turtle,3.5,,,,251,
Caf?? Healthilicious,3.5,,,,24,
Captain Grub,3.7,,,,263,
Cocoberry,3.9,,,,155,
Ding Ding,3.9,,,,93,
D?_ner Grill,3.7,,,,323,
Elation,3.8,,,,227,
Fluffles - The Fluffy Waffle Co.,3.5,,,,27,
For the Love of Cake,3.8,,,,116,
Gatsby Kitchen & Bar by Club BW,3.5,,,,22,
Grills & Platters,3.5,,,,150,
Hungry Pistals,3.7,,,,108,
Jon's head Grill,3.9,,,,105,
Kebabs & Curries,3.7,,,,227,
Londoners,3.8,,,,244,
Mad Over Donuts,3.8,,,,187,
New Minar,3.6,,,,229,
Prince Chaat Corner,3.7,,,,84,
Side Wok,3.8,,,,223,
Starbucks,3.5,,,,187,
Thai House by Kylin,3.8,,,,54,
The Chocolate Haven,3.6,,,,76,
The Laidback Cafe,3.8,,,,85,
Tibb's Frankie,3.6,,,,66,
Tirupati Vrindavan,3.7,,,,53,
Wagh Bakri Tea Lounge,3.7,,,,48,
Depot48,4.2,,,,107,
Dezertfox,4.1,,,,160,
Druk,4.1,,,,22,
Gastronomica Kitchen & Bar,4.1,,,,826,
Karate Kitchen,4.4,,,,42,
Nimtho,4,,,,62,
Noshi - Yum Asian Delivery,4.2,,,,111,
Nutri Punch,4,,,,158,
Pho King Awesome,4.1,,,,253,
Roadhouse Cafe,4.1,,,,68,
Sakley's The Mountain Cafe,4.3,,,,1327,
Shikhara,4.2,,,,237,
Sinyora's,4,,,,51,
Stop My Starvation,4.3,,,,83,
The Grill Kitchen - Gourmet,4.1,,,,81,
The Sugar Cube,4.1,,,,173,
A Lot Like Cake,3.1,,,,7,
A W Foods,3.4,,,,44,
Angels in my Kitchen,2.9,,,,77,
Brown Sugar,3.2,,,,12,
Cakes and Bakes,3.2,,,,9,
CDB Cafe,3.4,,,,35,
Chungwa,3.3,,,,489,
Domino's Pizza,3.2,,,,138,
Fudged,3,,,,17,
Gopala,3.2,,,,12,
Gourmet Affaire's,3.4,,,,66,
Hot N Chilly,2.8,,,,14,
Kabooze,3.3,,,,148,
Koyla Kebab,3.1,,,,99,
LaBont??,3.4,,,,17,
MR.D - Deliciousness Delivered,3.3,,,,148,
Panda Wokk,3.4,,,,77,
Relax Xpress,3.2,,,,25,
Rollplay,2.9,,,,7,
Sagar Ratna,2.7,,,,134,
Spanish Delights,3.1,,,,10,
Subway,3.3,,,,96,
The Beer Cafe,3.4,,,,90,
Tashan,4.6,,,,304,
Amalfi,3.9,,,,484,
Backkerei,3.6,,,,67,
Beeryani,3.8,,,,136,
Beijing Street,3.6,,,,120,
Bikanervala,3.5,,,,272,
Chaayos,3.8,,,,68,
China Garden,3.8,,,,663,
Chocolateria San Churro,3.8,,,,594,
Cocoberry,3.5,,,,66,
Costa Coffee,3.5,,,,103,
Country Curries,3.5,,,,139,
Culinaire,3.8,,,,843,
Defence Bakery,3.6,,,,113,
Diva - The Italian Restaurant,3.8,,,,372,
Fig & Maple,3.8,,,,42,
Fitoor,3.5,,,,140,
Giani's,3.6,,,,173,
Happy Hakka,3.8,,,,312,
Mainland China,3.7,,,,780,
Mini Mughal,3.5,,,,256,
Movenpick,3.9,,,,27,
New York Slice - Express,3.6,,,,160,
Nirula's Ice Cream,3.6,,,,36,
Not Just Paranthas,3.7,,,,487,
Nutritious Nation,3.5,,,,352,
Open Oven,3.7,,,,290,
Starbucks,3.5,,,,132,
Swagath,3.5,,,,198,
The Health Box,3.5,,,,124,
Twisted Tacos,3.8,,,,173,
Uber Lounge,3.6,,,,430,
Yeti - The Himalayan Kitchen,3.7,,,,807,
Zai,3.8,,,,302,
Al Bake,2.4,,,,30,
Artusi Ristorante e Bar,4.1,,,,496,
Baris,4.3,,,,43,
Carnatic Cafe,4.4,,,,400,
Chhalava - ?__Lava,4.4,,,,80,
Dilli BC,4.1,,,,267,
Sumo Sushi,4,,,,70,
The Heroes Bistro & Bar,4,,,,47,
Whipped,4.2,,,,1125,
Cafe Coffee Day,3.2,,,,33,
Paparazzi,3.2,,,,7,
Chehel Pehel,3.5,,,,159,
Cress Bistro,3.6,,,,131,
Frosted Heaven,3.6,,,,46,
Baskin Robbins,2.9,,,,9,
Behrouz Biryani,3.2,,,,51,
Cafe Coffee Day,3,,,,4,
Cakeatouille,3.3,,,,15,
Chilli Singh,3.1,,,,7,
Da Pizza Corner,2.9,,,,4,
Domino's Pizza,2.5,,,,238,
Faasos,2.8,,,,13,
Gupta Ji Ka Dhaba,2.6,,,,49,
Karim's,3.3,,,,235,
Let's Tango,3,,,,5,
Madras Cafe,2.5,,,,191,
Nachos And Company,3.4,,,,14,
Ovenstory Pizza,3.3,,,,6,
Pizza Hut,3.3,,,,276,
Red Chilli,3.1,,,,104,
The Groghead,3.4,,,,267,
The Tandoor,3.4,,,,121,
Twenty Ten - Ashtan Sarovar Portico,3.3,,,,23,
Adyar Ananda Bhavan,3.5,,,,368,
Baked Love By Vatsala,3.6,,,,38,
Drums of Heaven,3.5,,,,234,
Dunkin' Donuts,3.7,,,,431,
Evergreen Sweet House,3.5,,,,1198,
Gung The Palace,3.7,,,,303,
Keventers,3.5,,,,16,
La Seine -The Chocolate Emporium,3.8,,,,25,
Nagaland's Kitchen,3.8,,,,556,
Pasta La Vista,3.8,,,,95,
Tamura,3.5,,,,163,
The Chai Story,3.6,,,,42,
The Clay Oven,3.5,,,,181,
Aazad Chicken Corner,0,,,,0,
Chaipiyoji,0,,,,0,
Chatkara,0,,,,0,
HoG - House of Goodies,0,,,,3,
Kettle & Kegs,0,,,,0,
Krishna Juice & Shakes Corner,0,,,,0,
Momolicious,0,,,,0,
Pastry Palace,0,,,,2,
South Gate,0,,,,1,
Sweet Bakes,0,,,,0,
Sweet Sensations,0,,,,0,
The Pirates Of China Town,0,,,,3,
Hot n Hot,2.4,,,,23,
Feng Shuii,4.3,,,,31,
Bikaner Sweets,2.8,,,,10,
Coalition Cafe,3.4,,,,34,
Keventers,3,,,,5,
Mid Night Khana,3.3,,,,30,
Ministry of Cafe,3.3,,,,79,
Officer's Kitchen,3.3,,,,27,
Oh Boy Lounge,3.1,,,,5,
Sahni's Fish Corner,3,,,,6,
Sardar A Pure Meat Shop,2.9,,,,5,
Singh Mutton & Chicken Shop,3,,,,4,
The Mashup,3.2,,,,12,
Vaishnu Bhojanalaya,3.1,,,,13,
Central Perk,3.8,,,,82,
Diet Dabba,3.7,,,,37,
Mama's Buoi,3.9,,,,373,
New Vikrant Restaurant,3.5,,,,90,
The Vintage Avenue,3.9,,,,1439,
Apna Punjabi Zayka,0,,,,1,
Best Biryani Centre,0,,,,0,
Delhi Chaat Bhandar,0,,,,1,
Encounter,0,,,,1,
