Restaurant Name,Has Online delivery,UNIQUE,Count,percentage,Aggregate rating,average
Chiyang,No,,,,3.7,
Slice of Spice,Yes,,,,4,
Mustake Multicuisine Restaurant,Yes,,,,3.7,
Palaaram,No,,,,3.7,
Tonico Cafe,No,,,,4,
Cafe 17,Yes,,,,4.4,
ChaiCofi,No,,,,4,
Bloomsbury's Boutique Cafe and Artisan Bakery,Yes,,,,4.2,
Paragon,No,,,,4.3,
Aangan - Downtown Multicuisine Restaurant,No,,,,4.2,
Ali Baba & 41 Dishes,No,,,,3.5,
Cocoa Tree,No,,,,4.3,
French Toast,No,,,,4.3,
Thakkaaram,No,,,,3.6,
Asia Kitchen by Mainland China,Yes,,,,4.6,
Hoppipola,Yes,,,,4.2,
Spice Kraft,No,,,,4.8,
Nawwarah,No,,,,3.9,
6 Ballygunge Place,Yes,,,,4.4,
Mumbai Local,No,,,,4.2,
Gabbar's Bar & Kitchen,No,,,,4.4,
TGI Friday's,Yes,,,,4,
Santa's Fantasea,No,,,,4.2,
India Restaurant,Yes,,,,4.6,
Flame & Grill,No,,,,3.9,
Barbeque Nation,No,,,,4.9,
Mocambo,Yes,,,,3.5,
BarBQ,Yes,,,,4.2,
Peter Cat,Yes,,,,4.3,
The Irish House,No,,,,4.4,
Barbeque Nation,No,,,,4.9,
Ocean Grill,No,,,,3.6,
Sigree Global Grill,No,,,,4.1,
What's Up,No,,,,4,
Grandson of Tunday Kababi,No,,,,4.9,
Frozen Factory,No,,,,4.5,
Mocha,No,,,,4.6,
Chemistry Caf??,No,,,,3.5,
Homeys Cafe,No,,,,3.9,
Percussion,No,,,,3.7,
The Urban Terrace,No,,,,3.9,
Free Spirit,No,,,,4.3,
Spice Caves,No,,,,4.2,
The Chocolate Heaven,No,,,,4.1,
The Pebbles Bistro,No,,,,4.1,
Underdoggs Sports Bar & Grill,No,,,,4.3,
Vintage Machine,No,,,,4.3,
Bar Bar,No,,,,4,
Dastarkhwan,No,,,,4.4,
The Cherry Tree Cafe,No,,,,4.1,
Royal Sky,No,,,,4.2,
L 14 - Renaissance Lucknow Hotel,No,,,,4.2,
Barbeque Nation,No,,,,4.7,
Colours by Royal Cafe - Royal Inn,No,,,,4.2,
Cappuccino Blast,No,,,,4,
Basant Restaurant,No,,,,3.6,
Hawai Adda,No,,,,3.5,
Indian Summer,No,,,,4.1,
Basant,No,,,,3.9,
Bistro 226,No,,,,4.2,
Mocha,No,,,,3.7,
Pirates Of Grill,No,,,,3.9,
Bistro Flamme Bois,No,,,,4.1,
Kitchen At 95 - Hyatt Regency,No,,,,4.3,
Domino's Pizza,No,,,,3.6,
Nando's,No,,,,3.8,
Belfrance Luxury Chocolates,No,,,,4.4,
Hot Breads,No,,,,4.2,
The Yellow Chilli,No,,,,4.4,
Spice Cube,No,,,,3.5,
Barbeque Nation,No,,,,3.9,
Nik Bakers,No,,,,4.2,
Aman Chicken,No,,,,4.6,
District 6,No,,,,3.8,
The BrewMaster - The Mix Fine Dine,No,,,,3.9,
#45,No,,,,3.6,
Crave Desserts & Bakes,No,,,,3.9,
Diesel Cafe,No,,,,3.8,
Froth On Top,No,,,,3.7,
Hao Ming,No,,,,3.5,
Kobe Sizzlers,No,,,,3.7,
Liquid Lounge,No,,,,3.8,
Maharaja Restaurant,No,,,,3.6,
Giri Manja's,No,,,,4.2,
Kabab Studio,No,,,,3.5,
Brio Cafe and Grill,No,,,,3.6,
Gajalee Sea Food,No,,,,3.9,
Smoke N Oven,No,,,,3.5,
Village Restaurant,No,,,,3.7,
Barbeque Nation,No,,,,3.7,
Machali,No,,,,4.1,
Punjab Da Pind,No,,,,3.7,
Sizzler's Ranch,No,,,,3.8,
Spindrift,No,,,,3.9,
Sagar Ratna,No,,,,3.7,
The Shooters Cafe,Yes,,,,4.3,
Joey's Pizza,No,,,,4,
Cafe Hydro,No,,,,4,
The American Joint,No,,,,3.4,
The Fusion Kitchen,Yes,,,,4.7,
145 Kala Ghoda,No,,,,4.2,
Tea Villa Cafe,Yes,,,,4.1,
Grandmama's Cafe,No,,,,3.8,
Mumbai Vibe,No,,,,3.8,
The Rolling Pin,Yes,,,,3.9,
Farzi Cafe,No,,,,4.3,
SpiceKlub,Yes,,,,4.2,
Tea Villa Cafe,No,,,,3.9,
Joey's Pizza,Yes,,,,4.5,
Stacks And Racks,No,,,,4.6,
The English Department Bar & Diner,No,,,,3.9,
Mirchi And Mime,No,,,,4.9,
38 Degree East,No,,,,3.8,
R' ADDA,No,,,,4,
Tea Villa Cafe,Yes,,,,4.1,
Tea Villa Cafe,Yes,,,,3.6,
Hotel RRR Mysore,No,,,,3.4,
Jalpaan Dining Saga,No,,,,3.7,
The Old House,No,,,,3.9,
Vinayaka Mylari,No,,,,4.2,
Empire Restaurant,No,,,,3.7,
Green Leaf,No,,,,3.5,
Pakva Lounge,No,,,,3.7,
Spring - Radisson Blu Plaza,No,,,,3.8,
Big Chicken,No,,,,3.5,
Barbeque Nation,No,,,,4,
Pizza Hut,No,,,,4,
Tandooriwala,No,,,,3.5,
Jungle The Restaurant,No,,,,3.7,
The Barge Restaurant,No,,,,3.3,
By The Way,No,,,,3.6,
Cafe Cornucopia,No,,,,3.6,
Mezzaluna,No,,,,3.8,
Nanking,No,,,,3.7,
Oyster Bay,No,,,,3.6,
Purple Haze,No,,,,3.7,
House of Caffeine,No,,,,3.3,
Hide Out The Street Cafe,No,,,,3.8,
Tapri The Chai Books Cafe,No,,,,3.9,
Eat Street Express,Yes,,,,4,
Zaikart,Yes,,,,4.3,
Cafe Zinea,Yes,,,,3.7,
Checker's,Yes,,,,4,
The B.A.W.A,Yes,,,,4.2,
FSB,No,,,,4.3,
NESCAF? Illusions,No,,,,3.9,
Nineties,Yes,,,,3.9,
Mocha,Yes,,,,4,
The Zuree Urban Kitchen,Yes,,,,4.4,
The Breakfast Story,No,,,,4.5,
Ten Downing Street Restaurant & Bar,No,,,,4,
Ashoka Restaurant,Yes,,,,4.2,
Barbeque Nation,No,,,,4.9,
KFC,Yes,,,,2.2,
Moksh The Restro Lounge,No,,,,4,
Mainland China,No,,,,3.8,
Divtya Budhlya Wada Restaurant,No,,,,3.8,
Spice Route,No,,,,3.6,
Veg Aroma,No,,,,3.6,
Eastern Spice,No,,,,3.5,
The Bake Studio,No,,,,3.6,
Barbeque Nation,No,,,,3.8,
Chai Tapri,No,,,,3.4,
Curry Leaves,No,,,,3.4,
Enter The Dragon,No,,,,3.4,
The Cafe Katta,No,,,,3.3,
White X Sky Lounge,No,,,,3.4,
12212,No,,,,3.5,
Al Arabian Express,No,,,,3.7,
RiverDine Restaurant & Bar,No,,,,3.5,
Barbeque Ville,No,,,,3.8,
Little Italy,No,,,,3,
Soma at Sula,No,,,,3.3,
Hotel Radhakrishna,No,,,,3.5,
Sadhana Restaurant,No,,,,3.9,
House Of Flavours,No,,,,3.4,
Food Cloud,No,,,,0,
Burger.in,Yes,,,,3.2,
Days of the Raj,Yes,,,,3.4,
Dilli Ka Dhaba,No,,,,2.6,
Govardhan,Yes,,,,3.4,
Mezbaan Grills,No,,,,3.1,
Say Cheese,Yes,,,,2.7,
Southy,Yes,,,,2.6,
Monosoz,Yes,,,,3.7,
Waves,Yes,,,,3.5,
Delhi Darbar,No,,,,2.2,
Chateau,No,,,,4,
Nariyal Cafe,No,,,,4.2,
Rustom's Parsi Bhonu,Yes,,,,4.2,
BarShala,No,,,,3.2,
Chawla's?_,Yes,,,,3.4,
Domino's Pizza,No,,,,2.8,
Sultanat,Yes,,,,3.7,
Bella Italia,No,,,,3.2,
Clever Fox Cafe,No,,,,3.2,
365 Naturals,No,,,,0,
Tpot,No,,,,0,
4 on 44 Restaurant & Bar,Yes,,,,2.6,
Rambhog,No,,,,3.3,
Selfie Lounge Restro & Bar,Yes,,,,3.2,
BTW,No,,,,3.4,
Chilli Pepper,Yes,,,,3.3,
Pizza Hut,Yes,,,,2.6,
Puri Bakers,No,,,,3.7,
Jaiveer Naan & Chaap,Yes,,,,2.2,
Aggarwal's Sweets Paradise,No,,,,2.9,
Bikaner Sweets,No,,,,3.3,
Cafe Coffee Day,No,,,,3.2,
Cakeophony By Sonali,No,,,,3.4,
Chandra Sweets,No,,,,3,
Chhotu Mashhoor Kathi Roll,No,,,,2.7,
Green Chick Chop,No,,,,3.2,
Lazeez Restaurant,Yes,,,,3,
Madhuvan Chinese Fast Food,Yes,,,,2.5,
Mr Wong,Yes,,,,3.2,
Mughlai Shahi Rasoi,No,,,,3.2,
Mumbai Central Street Food,No,,,,3.1,
Neha's Treat,No,,,,2.9,
New Bakers Shoppee,No,,,,3.2,
Pant  Ice Cream Parlour,No,,,,3.3,
PM 2 AM Food Bank,Yes,,,,2.5,
Punjabi Chaap Corner,No,,,,2.9,
Sartaj Food Corner,Yes,,,,2.8,
The Sugar Therapy,No,,,,3.4,
Biryani Binge,Yes,,,,3.9,
City of Joy,No,,,,3.9,
Letz Roll,No,,,,3.6,
Nukkad,Yes,,,,3.6,
#InstaFreeze,No,,,,0,
Aahar Meat and Chicken Shop,No,,,,0,
Food Cafe,No,,,,0,
Lazeez Restaurant,No,,,,0,
Lemon Chick,Yes,,,,0,
Punjabi Chaap Corner,No,,,,0,
Purani Dilli Foods,No,,,,0,
Tandoori Kebab,No,,,,0,
Shree Rathnam,Yes,,,,2.4,
Alaturka,Yes,,,,2.5,
Amici Gourmet Pizza,Yes,,,,3.1,
Burger King,Yes,,,,3.2,
Kylin Express,No,,,,2.6,
Big Fat Sandwich,Yes,,,,3.5,
Fashion Tv Cafe,No,,,,3.6,
Kylin Skybar,No,,,,3.6,
Lemon Drops,No,,,,3.9,
Punjabi By Nature Express,No,,,,3.5,
Red Mango,Yes,,,,3.7,
Starbucks,No,,,,3.7,
Peninsular Kitchen,Yes,,,,4.2,
Mithapur,No,,,,3.4,
Diggin,Yes,,,,4.2,
Aggarwal Sweet India,No,,,,2.8,
Banzara's,No,,,,3.1,
Bobby Tikki Wala,No,,,,2.8,
Chennai Junction,No,,,,3.3,
Chicken Bite,No,,,,3.1,
Chocolate Dreams,No,,,,3,
Dial n Dine,No,,,,3.4,
Fresh n Refresh,No,,,,3.4,
Garden Hut,No,,,,3.1,
Giani,Yes,,,,3.3,
Jugnu Gaming Zone and Cafe,No,,,,2.9,
Keventer's South Indian & Chinese Food,No,,,,2.8,
KTS,No,,,,3.3,
Mandarin,No,,,,2.8,
Penguin Bakers & Shakers,No,,,,2.8,
Rollmates,No,,,,3.2,
Tandoori Nights,No,,,,3,
Burger Dominion,Yes,,,,3.6,
Cafe Gainz,Yes,,,,3.5,
Chaskaa,Yes,,,,3.5,
Fabulous Cake Bites,Yes,,,,3.6,
Hangout - A House Of Kathis,No,,,,3.7,
Malais By Anands,No,,,,3.7,
Panchwati Rasoi,No,,,,3.8,
Sprinkles Cup & Cake,No,,,,3.6,
Target Ice Cream & Bakers,Yes,,,,3.6,
The Sweeet Jar,Yes,,,,3.9,
Amar Bakery,No,,,,0,
Cafe Brewbug,No,,,,0,
Chilll House Kafe,No,,,,0,
Cookie Shookie,No,,,,0,
Fabulous Cake,No,,,,0,
Jai Maa Shaarde Samose Wala,No,,,,0,
Madaan Confectionery,No,,,,0,
Magic Masala,No,,,,0,
Sikka Chinese Fast Food,No,,,,0,
Teedo's Cake Inn,No,,,,0,
Thalaiva Cafe,No,,,,0,
The Cake Affairs,No,,,,0,
Tulsi Ram Chinese Hut,No,,,,0,
V. K. Pasta,No,,,,0,
Xpert Bakers,No,,,,0,
Juniper Bar - Andaz Delhi,No,,,,3,
McDonald's,Yes,,,,3.4,
Pizza Hut Delivery,Yes,,,,3.2,
The Arena,No,,,,3.4,
Restaurant De Seoul,No,,,,3.6,
Taksim,No,,,,3.9,
Jom Jom Malay,No,,,,4.4,
Kofuku,Yes,,,,4,
The Sky High,No,,,,4.1,
Haldiram's,No,,,,3.1,
Jux Pux - The Dreamer's Cafe,No,,,,3.1,
Pizzaon,No,,,,3,
FFC Restaurant,No,,,,0,
"34, Chowringhee Lane",Yes,,,,2.8,
Aapni Dhani,No,,,,2.8,
Bengal Sweet Corner,No,,,,2.8,
Chicken Vicken,No,,,,3.4,
Cup-a-licious,No,,,,3.2,
Frontier,No,,,,3,
Metro Fast Food,No,,,,2.7,
Nagpal's,Yes,,,,3.4,
Nile Restro & Bar,No,,,,2.7,
Popular Chicken,No,,,,3,
Sardar A Pure Meat Shop,No,,,,3.4,
Shankar Fast Food,No,,,,3.2,
Singh's Zaika,No,,,,3,
The Mirch Masala,No,,,,3,
The Mirch Masala,No,,,,3.2,
Uncle Cake Shop,No,,,,3.1,
Kays Bar-Be-Que,Yes,,,,3.5,
Master Bakers,Yes,,,,3.7,
The Master's Fast Food Centre,No,,,,3.5,
6 Pack Momos,No,,,,0,
Al Noor Foods,No,,,,0,
Avon Kitchen,No,,,,0,
Bhasad Cafe,No,,,,0,
Bikaner Kesarvala,No,,,,0,
De Bone Chicken,No,,,,0,
Indian Fresh Meat Shop,No,,,,0,
JD's Food Court,No,,,,0,
Keventers,No,,,,0,
Malhotra Bakery,No,,,,0,
Matthi Wala,No,,,,0,
Nirula's Ice Cream,No,,,,0,
Punjabi Chaap Corner,Yes,,,,0,
Puran Dhaba,No,,,,0,
Rama Desi Ghee Meat Wala,No,,,,0,
VadaPav 'n' Frankie,No,,,,0,
Chhabra Sweets,No,,,,2.4,
Kanwarji's,Yes,,,,2.9,
Pizza Hut,Yes,,,,3.4,
Sagar Ratna,Yes,,,,2.7,
Smelling Salts,No,,,,3.3,
Wah Ji Wah,Yes,,,,2.6,
Wheelyz,Yes,,,,2.5,
Bell Pepperz,Yes,,,,3.9,
Bharat Sweets,No,,,,3.5,
Invitation,No,,,,3.6,
Mystique Melange,No,,,,3.9,
Pandit Ji Paranthe Wale,No,,,,3.7,
Raju Chat Palace,No,,,,3.9,
Seasonings - The Spice Mysteries,Yes,,,,3.9,
SGF - Spice Grill Flame,Yes,,,,3.5,
Apni Rasoi,No,,,,3,
Bablu Kabab Shop,No,,,,3.1,
Cake o' Cuisine,No,,,,3.3,
Domino's Pizza,No,,,,3.2,
Hunger Flames,No,,,,3.4,
Puran Chand Ambala Wale Di Hatti,No,,,,3.3,
The Cake Gallery,No,,,,3.3,
Bablu Chic Inn,No,,,,3.6,
Masala Basket,Yes,,,,3.6,
Udta Punjab,No,,,,3.5,
Munch Nation,Yes,,,,4,
Bengali Pastry Shop & Snack Bar,No,,,,3.2,
Bhimsain's Bengali Sweet House,Yes,,,,3.4,
Cafe Coffee Day,No,,,,2.9,
Colonel's Kababz,Yes,,,,3.4,
Faasos,Yes,,,,2.8,
Karachi Bakery,No,,,,3,
Nathu's Sweets,Yes,,,,3.3,
Sachdeva Confectioners,Yes,,,,3.1,
Bengali Sweet House,No,,,,3.6,
Bijoli Grill,No,,,,3.7,
Nathu's Pastry Shop,No,,,,3.8,
Balaji Dhaba,No,,,,0,
Bhagat Ji,No,,,,0,
Hangout Kathi Rolls,No,,,,0,
Makers & Bakers,No,,,,0,
Habibi Express,Yes,,,,2.3,
Cafe Coffee Day,No,,,,3.2,
China Town,No,,,,2.9,
Domino's Pizza,No,,,,3.3,
High Street Kitchen & Bar,No,,,,2.9,
Pizza Hut,Yes,,,,3.1,
Sugar & Spice - Le Marche,No,,,,3,
The Kathis,Yes,,,,2.8,
The Kylin Experience,Yes,,,,3.3,
Arabian Nites,Yes,,,,3.5,
Asia Kitchen,Yes,,,,3.7,
Dunkin' Donuts,Yes,,,,3.7,
Krips Restaurant,Yes,,,,3.5,
McDonald's,Yes,,,,3.5,
Yo! China,Yes,,,,3.5,
RPM,No,,,,2.4,
By The Way - Bellagio,Yes,,,,2.9,
Red - Bellagio,Yes,,,,3.4,
Soul Curry - Bellagio,Yes,,,,3.6,
Alpha 63,No,,,,2.7,
Bite-N-Sip,Yes,,,,2.6,
Lotus Garden,No,,,,3.2,
Meethas Sweets,No,,,,2.8,
Nirula's,Yes,,,,2.5,
Punjabi Tadka,No,,,,2.8,
Snack Bar,No,,,,3,
South Indian Food,No,,,,3.1,
Domino's Pizza,No,,,,2.4,
Southy,Yes,,,,2.4,
Coffee Shop - Centaur Hotel,No,,,,0,
Al Kuresh,Yes,,,,3.3,
Angan Bakery & Cafe,No,,,,2.9,
Bamboo Chopstix,No,,,,2.7,
Bawarchis,No,,,,2.9,
Bikanervala,No,,,,3.4,
Cafe Coffee Day,No,,,,3,
Chanakya Bar-Be-Que,No,,,,3.2,
Chattisgarh Bhawan,No,,,,2.7,
Chimney,No,,,,2.9,
China Town Sizzlers,No,,,,3.4,
Chinese Bite,No,,,,2.8,
Chinese Garden,No,,,,3.2,
Costa Coffee,No,,,,3,
Food Point,No,,,,2.8,
Ikko,No,,,,2.9,
Jammu And Kashmir House,No,,,,2.9,
Laguna,No,,,,3.4,
Momo Point,No,,,,3.2,
New Zaika,No,,,,3.1,
Organic Express,No,,,,3,
Tamil Nadu House Canteen,No,,,,3.4,
The Chocolate Avenue,No,,,,3.4,
Chimney Sizzlers,Yes,,,,3.7,
Gujarat Bhawan Restaurant,No,,,,3.7,
It??s Sinful,No,,,,3.5,
Jakoi,No,,,,3.5,
Arunachal Bhawan,No,,,,0,
Hotel New Tamil Nadu,No,,,,0,
Milan Food,No,,,,0,
Playboy Club,No,,,,0,
Moti Mahal Delux,No,,,,2.4,
The Treat,No,,,,2.1,
Break Fast Point,No,,,,3.3,
Breakfast Corner,No,,,,3.1,
Domino's Pizza,No,,,,3,
Frontier,No,,,,3.2,
Prince Cafe,No,,,,2.9,
Spicy Eleven,No,,,,3.1,
Vaishno Punjabi Dhaba,No,,,,3,
Adarsh Bhojnalaya,No,,,,3.4,
Al Haj Bakery,No,,,,3,
Anmol Chicken,No,,,,3.1,
Babu Ram Paranthe Wale,No,,,,3.2,
Bhaijaan Kababs,No,,,,3.2,
Bhikharam's,No,,,,3,
Bikanervala,No,,,,2.8,
Brijwasi Bhoj,No,,,,3.1,
Brijwasi Restaurant,No,,,,3.2,
Comesum,No,,,,2.5,
Inderpuri Restaurant,No,,,,3,
Kamdhenu Family Corner,No,,,,2.8,
Khalsa Hindu Hotel,No,,,,2.9,
Mahalaxmi Mishthan Bhandar,No,,,,3.3,
McDonald's,No,,,,3,
McDonald's,No,,,,3,
Natraj Cafe,No,,,,3.4,
Padam Chaat Corner,No,,,,3,
Pandit Ved Prakash Lemon Wale,No,,,,3.2,
Pt. Babu Ram Devi Dayal Paranthe Wale,No,,,,3,
Rabri Bhandar,No,,,,3.2,
Ram Parshad Makhan Lal,No,,,,3.4,
Rambhoj,No,,,,2.9,
Rehmatullah's Hotel,No,,,,3,
Sharma Bhojnalay,No,,,,3,
Shree Balaji Chaat Bhandar,No,,,,3.2,
Shri Duli Chand Naresh Gupta,No,,,,3.4,
Shri Hari Sharnam,No,,,,3.1,
Sindhi Chicken,No,,,,2.9,
Soni Bhojnalaya,No,,,,3,
Super Restaurant,No,,,,2.9,
Tiwari Ji Confectioner,No,,,,3.1,
Wah Ji Wah,No,,,,2.8,
Zaika Mughlai Foods,No,,,,3.3,
Al Yousuf,No,,,,3.7,
Amritsari Lassi Wala,No,,,,3.8,
Annapurna Bhandar,No,,,,3.8,
Bishan Swaroop Chaat Bhandar,No,,,,3.7,
Gole Hatti,No,,,,3.8,
Haldiram's,No,,,,3.9,
Kanwarji's,No,,,,3.9,
Kedarnath Prem Chand Halwai,No,,,,3.7,
Keventers,No,,,,3.7,
Khan Omelette Corner,No,,,,3.6,
Natraj Dahi Bhalle Wala,No,,,,3.9,
Old Famous Jalebi Wala,No,,,,3.9,
Pt. Gaya Prasad Shiv Charan Paranthe Wale,No,,,,3.6,
Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale,No,,,,3.6,
Shiv Misthan Bhandar,No,,,,3.8,
Special Jalebi Wala,No,,,,3.5,
Tewari Bros Confectioners,No,,,,3.5,
Annapurna Chaat & Sweets,No,,,,0,
Delhi-6 The Chicken Planet,No,,,,0,
Dessi Food,No,,,,0,
Foody Dragon,No,,,,0,
Grover Eating Point,No,,,,0,
Hotel 121 Shakahari,No,,,,0,
Lala Chaap Corner,No,,,,0,
Meghraj & Sons,No,,,,0,
Old Kheer Shop,No,,,,0,
Punjabi Chicken,No,,,,0,
Ratan Singh,No,,,,0,
Shri Bhujia Bhandar,No,,,,0,
Chaina Ram Sindhi Confectioners,No,,,,4.2,
Giani's di Hatti,No,,,,4.3,
Jung Bahadur Kachori Wala,Yes,,,,4.1,
Lakhori - Haveli Dharampura,No,,,,4.4,
Milk n More,No,,,,3.1,
Kuremal Mohan Lal Kulfi Wale,No,,,,4.5,
Hira Chaat Corner,No,,,,3.6,
Kuremal Mahavir Prasad Kulfi Wale,No,,,,3.9,
Shakahari Restaurant,No,,,,3.6,
Shri Gujrat Namkeen Bhandar,No,,,,3.6,
Standard Sweets,No,,,,3.6,
Sudarshan,No,,,,3.7,
Ustad Moinuddin Kebab,No,,,,3.7,
Ashok Chaat Corner,No,,,,4.1,
Jain Coffee House,No,,,,4.1,
Shyam Sweets,No,,,,4.1,
Spicy Food Court,Yes,,,,2.7,
Aristocrat Sweet Shop,No,,,,3.1,
Balluchi's - The Royal Cuisine,No,,,,3,
Bunty Dhaba,No,,,,3.2,
Gopal's Restaurant & Caterer's,No,,,,2.7,
Horn Please,Yes,,,,3,
Khatey Raho,No,,,,3.3,
Kolkata Biryani House,Yes,,,,3.4,
Kolkata Hot Kathi Roll,No,,,,3.2,
Madly Bangalee,No,,,,2.7,
Oh! China,Yes,,,,2.9,
Punjabi Zaika,Yes,,,,2.9,
Rabi Snacks Corner,No,,,,3.4,
Republic of Chicken,No,,,,2.7,
Roll n Roast,No,,,,3.3,
Roller's High,No,,,,3.2,
Royal Chick 'N',Yes,,,,3.3,
Royal Kolkata Biryani,No,,,,2.7,
Sameer's Restaurant,Yes,,,,2.5,
Sanjha Chulha,No,,,,2.7,
Shepherd's,No,,,,3.1,
Soya King,Yes,,,,2.6,
Tasty Tonight,No,,,,3.1,
The Mustard,Yes,,,,2.9,
Tibb's Frankie,No,,,,3.2,
Wazwaan Restaurant,No,,,,3.2,
Yummi Kolkataa,No,,,,3.2,
Annapurna Sweet House,No,,,,3.7,
Ashirbad,No,,,,3.6,
Chocolatiers - The Chocolate Boutique,Yes,,,,3.8,
Dadu Cutlet Shop,No,,,,3.7,
Dogs & Wiches,Yes,,,,3.9,
Maa Tara,Yes,,,,3.6,
My Spice Kitchen,Yes,,,,3.5,
The Singing Tree,No,,,,3.7,
Baba Chicken Ludhiana Wale,No,,,,0,
Bengal Snacks,No,,,,0,
Brownies & More,No,,,,0,
Cafe Coffee Day,No,,,,0,
Craving Cure,No,,,,0,
Cuisine,No,,,,0,
Food Nation,No,,,,0,
Kamala Fast Food & Chinese,No,,,,0,
Lokenath Sweets,No,,,,0,
Me and My Cake,No,,,,0,
Chulha Punjabi Da,Yes,,,,2.4,
Viva Hyderabad,Yes,,,,2.3,
Metro Grill,No,,,,3.4,
Cafe Cruise,Yes,,,,2.8,
Etal The Lounge Bar,No,,,,3.2,
"Game of Legends - Sports Bar, Grill, & Lounge",No,,,,3.5,
Al-raaya,Yes,,,,3.1,
Authentique Bites,No,,,,3.2,
Embassy,Yes,,,,3,
Narang's Bake 'n' Cake,No,,,,3,
New Darvesh,No,,,,3,
1UP,No,,,,3.5,
Gujarati Samaj Santushti,No,,,,3.6,
Hind Bakery & Chinese Fast Food,No,,,,0,
Hot Pot,No,,,,0,
Punjabi Flavour,No,,,,0,
Saras Fast Food Feast,No,,,,0,
Shama Chicken Corner,No,,,,0,
The Night Owl,No,,,,0,
Wimpy Sweets And Confectioners,No,,,,0,
Boa Village,No,,,,4,
Anand Ji Restaurant,No,,,,3.1,
Baskin Robbins,Yes,,,,3.3,
Bhoj Restaurant,No,,,,2.8,
Brijwasi Restaurant,No,,,,2.8,
Cafe Coffee Day - The Lounge,No,,,,3.2,
Cafe Coffee Day,No,,,,2.9,
Chaat Tadka,No,,,,2.8,
Chawla's Unique Chicken Corner,Yes,,,,3.2,
Dawat Khana,Yes,,,,2.5,
Eat n Joy,No,,,,3.2,
Khan Chicken Biryani,No,,,,2.9,
Kolkata Roll,No,,,,2.8,
R. Ahmad Food,No,,,,3,
Sab Ke Khatir,No,,,,3.1,
Bon Bon Pastry Shop,No,,,,3.5,
Moksha,Yes,,,,3.7,
Pebble Street,Yes,,,,3.9,
Kebab Gallery,No,,,,0,
Amber,Yes,,,,2.6,
Attitude Kitchen & Bar,No,,,,2.9,
Cafe Coffee Day,Yes,,,,3.4,
Castle 9,No,,,,3.1,
Costa Coffee,No,,,,3.4,
Delhi Darbar Dhaba,Yes,,,,3.2,
Garam Dharam,Yes,,,,3.4,
Gola Sizzlers,Yes,,,,3,
Indian Coffee House,No,,,,3.3,
My Bar Lounge & Restaurant,No,,,,2.7,
My Bar Square,No,,,,2.5,
Sagar Ratna,Yes,,,,3.4,
The Immigrant Cafe,No,,,,3.2,
MOB Brewpub,No,,,,4.7,
Naturals Ice Cream,Yes,,,,4.9,
Zabardast Indian Kitchen,Yes,,,,4.7,
Anand Restaurant,No,,,,3.6,
Berco's,Yes,,,,3.9,
Blues,No,,,,3.7,
Burger King,Yes,,,,3.8,
Burger Singh,Yes,,,,3.6,
Cafe Coffee Day The Square,No,,,,3.6,
Cafe Dalal Street,Yes,,,,3.7,
Cafe Hawkers,No,,,,3.7,
Cafe Public Connection,No,,,,3.7,
Caf?? MRP,No,,,,3.6,
Caffe Tonino,Yes,,,,3.9,
Cha Bar,No,,,,3.9,
Chaayos,Yes,,,,3.9,
Chew - Pan Asian Cafe,Yes,,,,3.9,
China Garden,No,,,,3.9,
Desi Vibes,Yes,,,,3.9,
Domino's Pizza,No,,,,3.7,
Dunkin' Donuts,Yes,,,,3.8,
Dunkin' Donuts,No,,,,3.9,
Embassy,Yes,,,,3.5,
FLYP@MTV,No,,,,3.9,
GoGourmet,Yes,,,,3.7,
Haldiram's,No,,,,3.9,
Indian Grill Company,Yes,,,,3.7,
Jain Chawal Wale,Yes,,,,3.8,
Jungle Jamboree,No,,,,3.8,
Kake Da Hotel,No,,,,3.5,
Kebab Xpress,Yes,,,,3.5,
KFC,Yes,,,,3.7,
Khan Chacha,Yes,,,,3.7,
Kinbuck 2,No,,,,3.9,
La Americana,Yes,,,,3.7,
Lady Baga,Yes,,,,3.7,
Life Caffe,No,,,,3.6,
Lord of the Drinks,No,,,,3.9,
McDonald's,No,,,,3.8,
McDonald's,No,,,,3.7,
Moets Arabica,No,,,,3.5,
Mother India,No,,,,3.9,
Mughlai Junction,Yes,,,,3.9,
My Bar Headquarters,No,,,,3.7,
Nando's,Yes,,,,3.7,
Nizam's Kathi Kabab,No,,,,3.8,
Oh My God,No,,,,3.8,
Open House Cafe,No,,,,3.8,
Parikrama - The Revolving Restaurant,No,,,,3.8,
Pind Balluchi,Yes,,,,3.6,
Pizza Hut,Yes,,,,3.5,
Playboy Cafe,No,,,,3.7,
Privee',No,,,,3.6,
Punjabi By Nature,Yes,,,,3.7,
Quote - The Eclectic Bar and Lounge,No,,,,3.5,
Rajdhani Thali Restaurant,Yes,,,,3.6,
Route 04,Yes,,,,3.5,
Sbarro,Yes,,,,3.5,
Shake Square,No,,,,3.7,
South Indian Snacks,No,,,,3.6,
SSKY Bar & Lounge,No,,,,3.5,
Starbucks,No,,,,3.8,
Subway,Yes,,,,3.5,
Tamasha,No,,,,3.7,
Taste of China,Yes,,,,3.5,
Teddy Boy,No,,,,3.9,
The Beer Cafe - BIGGIE,No,,,,3.8,
The Flying Saucer Cafe,No,,,,3.9,
The Junkyard Cafe,No,,,,3.9,
The Luggage Room Kitchen And Bar,No,,,,3.5,
The Rolling Joint,Yes,,,,3.9,
