unique ,u1,u2,u3,u4,,v1,v2,v3,v4,sum,,number of restaurant ,percentage 
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Fast Food, Bakery,,,,,,,,,,,
,North Indian, Fast Food, Afghani,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Burger, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Beverages, Ice Cream,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,South Indian, Chinese,,,,,,,,,,,
,South Indian, Chinese,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,North Indian, Fast Food, Mughlai,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Ice Cream, Beverages,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Bakery, Mithai,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,Desserts, Ice Cream, Fast Food,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Healthy Food, Juices,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,South Indian, Fast Food, Chinese,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Desserts, Beverages,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Street Food, Mithai,,,,,,,,,,,
,North Indian, Mughlai, Chinese, Bakery,,,,,,,,,
,Kashmiri,,,,,,,,,,,,
,Chinese, Fast Food, North Indian,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Tibetan, Chinese,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Mithai, North Indian, South Indian,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,American,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Burger, Fast Food,,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Fast Food, Chinese, Bakery,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, South Indian, Chinese, Fast Food,,,,,,,,,
,Street Food, Chinese, Mithai,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Chinese, North Indian, Fast Food,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Bakery, Street Food,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Beverages, Fast Food,,,,,,,,,,,
,Fast Food, Bakery,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Fast Food, South Indian, Chinese, Mithai,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, South Indian, Chinese, Street Food,,,,,,,,,
,North Indian, Chinese, South Indian,,,,,,,,,,
,Ice Cream, Desserts, Fast Food,,,,,,,,,,
,Chinese, South Indian, North Indian,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Mithai, Street Food, North Indian,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Chinese, North Indian, Fast Food,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Raw Meats, Fast Food,,,,,,,,,,,
,Street Food, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Desserts, Street Food,,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Lebanese,,,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,Desserts, Ice Cream,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Tibetan, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Italian, Pizza, Fast Food,,,,,,,,,,
,Chinese, Seafood, Japanese,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Fast Food, North Indian, Desserts, Ice Cream,,,,,,,,,
,South Indian, North Indian,,,,,,,,,,,
,Continental, Seafood, North Indian,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,Chinese, Thai, Fast Food,,,,,,,,,,
,Burger, American, Fast Food,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,American, Fast Food,,,,,,,,,,,
,Continental, Italian, North Indian, Chinese, Lebanese,,,,,,,,
,Chinese, Italian, North Indian,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Continental, American, Italian,,,,,,,,,,
,Chinese, Seafood,,,,,,,,,,,
,North Indian, Mughlai, Biryani,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Cafe, American, Italian, North Indian, Chinese,,,,,,,,
,Asian,,,,,,,,,,,,
,Cafe, Bakery,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,South Indian, North Indian,,,,,,,,,,,
,North Indian, Chinese, South Indian, Mithai,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,Biryani, Hyderabadi,,,,,,,,,,,
,North Indian, Mughlai, Biryani,,,,,,,,,,
,American, Fast Food,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, South Indian, Mughlai,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Fast Food, North Indian,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Italian, Pizza, Bakery,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food, North Indian,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Finger Food, Continental, Italian,,,,,,,,,,
,North Indian, South Indian,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian, Street Food,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Chinese, Mughlai, North Indian,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Cafe, European,,,,,,,,,,,
,Street Food, Bakery,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,South Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Beverages, Fast Food,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Raw Meats, Fast Food,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian, South Indian, Chinese,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Street Food,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Biryani,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Hyderabadi, Biryani,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Raw Meats,,,,,,,,,,,,
,Mithai, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Biryani, North Indian,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,Biryani,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Chinese, North Indian, South Indian,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Biryani,,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,North Indian, South Indian,,,,,,,,,,,
,Fast Food, North Indian,,,,,,,,,,,
,Fast Food, Street Food,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Biryani, North Indian,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Cafe, North Indian, Chinese,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Italian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,South Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,Continental, Chinese, Italian, Cafe,,,,,,,,,
,Continental, Mexican,,,,,,,,,,,
,Burger, Fast Food,,,,,,,,,,,
,Cafe, Mexican, Italian, North Indian, Chinese,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Chinese, Continental, Italian, Mexican, Lebanese,,,,,,,
,American, Italian, Cafe,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Cafe, Continental, Italian,,,,,,,,,,
,Mithai, Fast Food,,,,,,,,,,,
,Chinese, Thai, Tibetan, Japanese,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Cafe, North Indian, Continental, Chinese,,,,,,,,,
,Cafe, Italian, Continental, Mexican, Mediterranean,,,,,,,,
,North Indian, Continental, Italian, Chinese,,,,,,,,,
,Cafe, Italian, Fast Food,,,,,,,,,,
,Bakery, Desserts, Fast Food,,,,,,,,,,
,North Indian, Continental, Chinese, Italian,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Fast Food, Bakery,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Chinese, South Indian,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Desserts, Fast Food,,,,,,,,,,,
,Burger, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Fast Food, Bakery,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,Chinese, Biryani, North Indian,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,Bakery, Fast Food, Pizza,,,,,,,,,,
,South Indian, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,South Indian, Fast Food,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Raw Meats, Fast Food,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Raw Meats, Fast Food,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, South Indian,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,South Indian, Chinese,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food, North Indian,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Bakery, Desserts, Fast Food, Pizza, Burger, Finger Food,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Healthy Food,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Cafe, North Indian, Continental,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,South Indian, North Indian,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Cafe, Italian,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Mithai, Bakery,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,North Indian, South Indian,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, Fast Food, North Indian, South Indian, Street Food, Mithai,,,,,,,
,North Indian, Chinese, Bakery,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Street Food, North Indian, South Indian, Mithai,,,,,,,,,
,North Indian, Street Food, Mithai,,,,,,,,,,
,Mithai, Street Food, North Indian,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,Chinese, Seafood, Japanese,,,,,,,,,,
,American, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,Street Food, North Indian,,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Biryani, Hyderabadi,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai,,,,,
,Fast Food,,,,,,,,,,,,
,Tea, Fast Food,,,,,,,,,,,
,Ice Cream, Beverages, Fast Food,,,,,,,,,,
,Healthy Food, Beverages,,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,Italian, Pizza, Fast Food,,,,,,,,,,
,Bakery, Italian, Chinese, Mexican,,,,,,,,,
,North Indian, Continental,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Mughlai, Chinese, North Indian,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Asian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,South Indian, North Indian, Chinese,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, South Indian, Mithai,,,,,,,,,,
,Raw Meats,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Street Food, Fast Food,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Biryani,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Fast Food, Beverages,,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,Lebanese, North Indian, Fast Food,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Awadhi,,,,,,,,,,,,
,Cafe, Chinese,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Continental, Italian,,,,,,,,,,
,North Indian, Chinese, Fast Food, Street Food,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Asian, Continental, Italian, North Indian,,,,,,,,,
,North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts,,,,,,
,Italian, Lebanese, North Indian,,,,,,,,,,
,American, Tex-Mex, Italian, Mexican, North Indian,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, European, Asian, Mediterranean,,,,,,,,,
,Tibetan, Chinese,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Chinese, Thai, Sushi,,,,,,,,,,
,Burger, American, Fast Food,,,,,,,,,,
,Cafe, Tea,,,,,,,,,,,
,Chinese, Thai, Asian, Japanese, Korean, Seafood,,,,,,,
,Cafe,,,,,,,,,,,,
,Burger, Desserts, Fast Food,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,North Indian, Continental, Mughlai, Asian,,,,,,,,,
,Italian, Pizza, Fast Food,,,,,,,,,,
,Italian, Pizza,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Mexican, Fast Food,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Burger, Fast Food,,,,,,,,,,,
,Lebanese, Mediterranean, Middle Eastern, Arabian,,,,,,,,,
,Continental, American, Cafe,,,,,,,,,,
,Mexican, American, Italian,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Asian, Thai, Chinese,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,North Indian, Thai, Continental,,,,,,,,,,
,Parsi, Iranian,,,,,,,,,,,
,Asian, Chinese, Japanese,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese, Thai,,,,,,,,,,
,Chinese, Thai, Fast Food,,,,,,,,,,
,Mediterranean, Italian, Continental, Spanish, North Indian,,,,,,,,
,Cafe, Tea,,,,,,,,,,,
,Burger, Desserts, Fast Food,,,,,,,,,,
,North Indian, Italian, Chinese,,,,,,,,,,
,Continental, American, Italian, Mediterranean,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Ice Cream, Beverages, Fast Food,,,,,,,,,,
,Burger, Desserts, Fast Food,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,American, Fast Food, Burger,,,,,,,,,,
,Italian, Pizza, Fast Food,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Japanese, Sushi,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Cafe, North Indian, Italian, Chinese,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bakery, Fast Food, Desserts,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Thai, Chinese,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese, Thai,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Fast Food, North Indian, Chinese,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Beverages, Fast Food,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,North Indian, Chinese, Continental, Mughlai,,,,,,,,,
,Continental,,,,,,,,,,,,
,Chinese, Mughlai, North Indian,,,,,,,,,,
,North Indian, Mughlai, Biryani,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Biryani, North Indian,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Mughlai, North Indian, Chinese,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Lucknowi,,,,,,,,,,,,
,North Indian, Chinese, Thai,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Chinese, Asian, Thai,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Finger Food,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Continental, North Indian,,,,,,,,,,,
,Finger Food,,,,,,,,,,,,
,Burger, Fast Food,,,,,,,,,,,
,Continental, Mexican, Mediterranean,,,,,,,,,,
,Desserts, Beverages,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,American, Fast Food, Burger,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Italian, Pizza, Fast Food,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,Tea, Fast Food,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Biryani, Hyderabadi,,,,,,,,,,,
,North Indian, Continental, Chinese, Italian, Thai, Mughlai,,,,,,,
,Beverages,,,,,,,,,,,,
,Healthy Food, Salad,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Beverages, Fast Food,,,,,,,,,,,
,Tea, Fast Food,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Ice Cream, Beverages, Fast Food,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,Juices, Fast Food,,,,,,,,,,,
