Restaurant Name,is chain,Aggregate rating,Votes
Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale,No,3.6,297
Shiv Misthan Bhandar,No,3.8,76
Special Jalebi Wala,No,3.5,21
Tewari Bros Confectioners,No,3.5,51
Annapurna Chaat & Sweets,No,0,1
Delhi-6 The Chicken Planet,No,0,0
Dessi Food,No,0,0
Foody Dragon,No,0,0
Grover Eating Point,No,0,1
Hotel 121 Shakahari,No,0,2
Lala Chaap Corner,No,0,0
Meghraj & Sons,No,0,3
Old Kheer Shop,No,0,3
Punjabi Chicken,Yes,0,0
Ratan Singh,No,0,0
Shri Bhujia Bhandar,No,0,2
Chaina Ram Sindhi Confectioners,No,4.2,382
Giani's di Hatti,No,4.3,521
Jung Bahadur Kachori Wala,No,4.1,405
Lakhori - Haveli Dharampura,No,4.4,305
Milk n More,No,3.1,6
Kuremal Mohan Lal Kulfi Wale,No,4.5,545
Hira Chaat Corner,No,3.6,18
Kuremal Mahavir Prasad Kulfi Wale,No,3.9,36
Shakahari Restaurant,No,3.6,185
Shri Gujrat Namkeen Bhandar,No,3.6,27
Standard Sweets,Yes,3.6,31
Sudarshan,No,3.7,54
Ustad Moinuddin Kebab,No,3.7,21
Ashok Chaat Corner,No,4.1,118
Jain Coffee House,No,4.1,169
Shyam Sweets,Yes,4.1,200
Spicy Food Court,No,2.7,23
Aristocrat Sweet Shop,No,3.1,7
Balluchi's - The Royal Cuisine,No,3,4
Bunty Dhaba,Yes,3.2,26
Gopal's Restaurant & Caterer's,No,2.7,22
Horn Please,No,3,70
Khatey Raho,No,3.3,26
Kolkata Biryani House,Yes,3.4,404
Kolkata Hot Kathi Roll,Yes,3.2,35
Madly Bangalee,No,2.7,135
Oh! China,No,2.9,16
Punjabi Zaika,Yes,2.9,39
Rabi Snacks Corner,No,3.4,18
Republic of Chicken,Yes,2.7,29
Roll n Roast,No,3.3,27
Roller's High,No,3.2,13
Royal Chick 'N',No,3.3,18
Royal Kolkata Biryani,No,2.7,14
Sameer's Restaurant,No,2.5,59
Sanjha Chulha,Yes,2.7,70
Shepherd's,No,3.1,9
Soya King,No,2.6,71
Tasty Tonight,No,3.1,5
The Mustard,No,2.9,7
Tibb's Frankie,Yes,3.2,16
Wazwaan Restaurant,No,3.2,14
Yummi Kolkataa,No,3.2,17
Annapurna Sweet House,No,3.7,55
Ashirbad,No,3.6,46
Chocolatiers - The Chocolate Boutique,No,3.8,112
Dadu Cutlet Shop,No,3.7,99
Dogs & Wiches,No,3.9,109
Maa Tara,No,3.6,458
My Spice Kitchen,No,3.5,443
The Singing Tree,No,3.7,33
Baba Chicken Ludhiana Wale,Yes,0,0
Bengal Snacks,No,0,2
Brownies & More,No,0,2
Cafe Coffee Day,Yes,0,1
Craving Cure,No,0,2
Cuisine,No,0,1
Food Nation,No,0,0
Kamala Fast Food & Chinese,No,0,2
Lokenath Sweets,No,0,2
Me and My Cake,No,0,0
Chulha Punjabi Da,No,2.4,41
Viva Hyderabad,Yes,2.3,38
Metro Grill,No,3.4,134
Cafe Cruise,No,2.8,153
Etal The Lounge Bar,No,3.2,455
"Game of Legends - Sports Bar, Grill, & Lounge",No,3.5,609
Al-raaya,No,3.1,6
Authentique Bites,No,3.2,17
Embassy,Yes,3,126
Narang's Bake 'n' Cake,No,3,4
New Darvesh,No,3,14
1UP,No,3.5,282
Gujarati Samaj Santushti,No,3.6,95
Hind Bakery & Chinese Fast Food,No,0,0
Hot Pot,Yes,0,0
Punjabi Flavour,No,0,0
Saras Fast Food Feast,No,0,0
Shama Chicken Corner,Yes,0,0
The Night Owl,Yes,0,1
Wimpy Sweets And Confectioners,No,0,1
Boa Village,No,4,225
Anand Ji Restaurant,No,3.1,28
Baskin Robbins,Yes,3.3,38
Bhoj Restaurant,Yes,2.8,54
Brijwasi Restaurant,Yes,2.8,32
Cafe Coffee Day - The Lounge,Yes,3.2,42
Cafe Coffee Day,Yes,2.9,10
Chaat Tadka,No,2.8,27
Chawla's Unique Chicken Corner,No,3.2,35
Dawat Khana,No,2.5,82
Eat n Joy,No,3.2,24
Khan Chicken Biryani,Yes,2.9,14
Kolkata Roll,No,2.8,16
R. Ahmad Food,No,3,11
Sab Ke Khatir,No,3.1,14
Bon Bon Pastry Shop,Yes,3.5,91
Moksha,Yes,3.7,110
Pebble Street,Yes,3.9,886
Kebab Gallery,No,0,3
Amber,No,2.6,152
Attitude Kitchen & Bar,No,2.9,140
Cafe Coffee Day,Yes,3.4,277
Castle 9,No,3.1,1099
Costa Coffee,Yes,3.4,76
Delhi Darbar Dhaba,No,3.2,89
Garam Dharam,Yes,3.4,1523
Gola Sizzlers,Yes,3,671
Indian Coffee House,Yes,3.3,1300
My Bar Lounge & Restaurant,No,2.7,2460
My Bar Square,No,2.5,1096
Sagar Ratna,Yes,3.4,499
The Immigrant Cafe,No,3.2,563
MOB Brewpub,No,4.7,52
Naturals Ice Cream,Yes,4.9,2620
Zabardast Indian Kitchen,No,4.7,242
Anand Restaurant,No,3.6,485
Berco's,Yes,3.9,2639
Blues,No,3.7,706
Burger King,Yes,3.8,2093
Burger Singh,Yes,3.6,548
Cafe Coffee Day The Square,Yes,3.6,361
Cafe Dalal Street,No,3.7,873
Cafe Hawkers,No,3.7,673
Cafe Public Connection,No,3.7,834
Caf?? MRP,No,3.6,877
Caffe Tonino,Yes,3.9,1503
Cha Bar,No,3.9,3206
Chaayos,Yes,3.9,487
Chew - Pan Asian Cafe,No,3.9,2003
China Garden,Yes,3.9,496
Desi Vibes,Yes,3.9,841
Domino's Pizza,Yes,3.7,336
Dunkin' Donuts,Yes,3.8,271
Dunkin' Donuts,Yes,3.9,1607
Embassy,Yes,3.5,706
FLYP@MTV,No,3.9,1379
GoGourmet,Yes,3.7,55
Haldiram's,Yes,3.9,1151
Indian Grill Company,No,3.7,626
Jain Chawal Wale,No,3.8,301
Jungle Jamboree,Yes,3.8,1174
Kake Da Hotel,Yes,3.5,2185
Kebab Xpress,Yes,3.5,321
KFC,Yes,3.7,427
Khan Chacha,Yes,3.7,1189
Kinbuck 2,No,3.9,1286
La Americana,Yes,3.7,41
Lady Baga,No,3.7,277
Life Caffe,No,3.6,391
Lord of the Drinks,No,3.9,2589
McDonald's,Yes,3.8,388
McDonald's,Yes,3.7,108
Moets Arabica,No,3.5,95
Mother India,No,3.9,66
Mughlai Junction,No,3.9,310
My Bar Headquarters,No,3.7,3010
Nando's,Yes,3.7,1891
Nizam's Kathi Kabab,Yes,3.8,1761
Oh My God,No,3.8,367
Open House Cafe,No,3.8,1158
Parikrama - The Revolving Restaurant,No,3.8,2689
Pind Balluchi,Yes,3.6,1434
Pizza Hut,Yes,3.5,541
Playboy Cafe,No,3.7,140
Privee',No,3.6,61
Punjabi By Nature,Yes,3.7,1256
Quote - The Eclectic Bar and Lounge,No,3.5,422
Rajdhani Thali Restaurant,No,3.6,1134
Route 04,No,3.5,1863
Sbarro,Yes,3.5,1311
Shake Square,Yes,3.7,1333
South Indian Snacks,No,3.6,50
SSKY Bar & Lounge,No,3.5,92
Starbucks,Yes,3.8,552
Subway,Yes,3.5,276
Tamasha,No,3.7,1801
Taste of China,Yes,3.5,327
Teddy Boy,Yes,3.9,1020
The Beer Cafe - BIGGIE,No,3.8,645
The Flying Saucer Cafe,Yes,3.9,143
The Junkyard Cafe,Yes,3.9,1545
The Luggage Room Kitchen And Bar,No,3.5,63
The Rolling Joint,No,3.9,783
The Vault Cafe,No,3.9,3413
Veda,No,3.9,1087
Warehouse Cafe,No,3.7,4914
Zaffran,Yes,3.9,908
Zen,No,3.5,1027
Zizo,Yes,3.9,1071
Kettle & Kegs,Yes,0,0
Ovenstory Pizza,Yes,0,0
Shree Hari Vaishnav Dhaba,No,0,2
38 Barracks,No,4.4,840
Ambrosia Bliss,No,4,2333
Ardor 2.1,No,4.1,1821
Barbeque Nation,Yes,4.1,3164
Bikkgane Biryani,Yes,4.1,740
Biryani Blues,Yes,4,510
Caffe 9,Yes,4.2,961
Excuse Me Boss,No,4.1,799
Fa Yian,No,4,412
Farzi Cafe,Yes,4.4,1942
Fuji Japanese Restaurant,No,4,312
Healthy Routes,No,4,361
HotMess,No,4.3,1129
House of Commons,No,4,510
Johnny Rockets,No,4,608
Odeon Social,No,4.1,1959
Pebble Street,Yes,4,817
Piali - The Curry Bistro,No,4.1,400
Saravana Bhavan,Yes,4.3,5172
Smoke On Water,No,4.1,467
Starbucks,Yes,4.1,2417
The Darzi Bar & Kitchen,No,4.1,90
The G.T. Road,No,4.3,104
The Town House Cafe,No,4,2252
United Coffee House,No,4.1,1838
Unplugged Courtyard,No,4,1758
Wenger's Deli,No,4.3,1457
Wenger's,No,4.3,3591
{Niche} - Cafe & Bar,No,4.1,492
Chicken Minar,No,2.6,77
G Lounge,No,3.2,113
Gyms Kook,No,3.3,140
Burger Joint,Yes,3.5,164
Eleven to Eleven,No,3.1,106
Le Chef,Yes,3.3,134
McDonald's,Yes,3.4,77
The Buffet Wagon,No,3.3,102
Haldiram's,Yes,3.5,217
Connexions Bar - Crowne Plaza,No,3.5,59
Deli - Crowne Plaza,No,3.7,60
Lobby Lounge - Crowne Plaza,No,3.2,12
Infinity - Crowne Plaza,No,3.5,115
Fiery Grills,No,3.3,165
McDonald's,Yes,3.4,41
Cafe Desire,No,3.5,116
Haldiram's,Yes,3.7,262
Kake Di Hatti,Yes,3.5,364
Akash Deep,No,2.8,28
Al Saad Foods,No,3.2,12
Cafe Coffee Day,Yes,2.8,22
Chandrika,No,2.9,6
Dawat-E-Chaman,No,3.4,45
Kallu Nihari,No,3,6
King Bikaneri,No,2.9,6
Manchanda Bakery,No,3.1,8
McDonald's,Yes,2.8,23
Mehta Restaurant,No,3.2,6
Shree Jee Rasoi,No,3,33
Taj Snacks,No,3,5
Zaika,Yes,3.4,159
Bagli's Kitchen,No,3.7,85
Bhaja Govindam,No,3.8,189
Changezi Chicken,Yes,3.7,519
Dilli Gate,No,3.5,26
Jahangeer Foods,Yes,3.8,124
Moti Mahal,No,3.6,711
Nandlal Ka Dhaba,No,3.6,109
Sugandh,No,3.7,57
Suvidha Vegetarian,No,3.6,88
Anupam Jalpan,No,0,0
Aunty's Kitchen,No,0,0
Cafe Coffee Day,Yes,0,0
Delhi 6 Foods,No,0,0
Fry Centre,No,0,0
Hilal Hotel Nihari,No,0,0
Iqbal's Mughal Cuisine,No,0,0
Kake Di Hatti Punjabi Khana,No,0,1
Kaushal Dhaba,No,0,0
Khan Foods,No,0,0
Kumar Sweet House,No,0,1
Negi Restaurant,No,0,0
Old Delhi Food Factory,No,0,3
Parantha Point,No,0,1
R.P.W Pizza,No,0,3
Rajdhani Restaurant,Yes,0,0
Roll's World,No,0,0
Shree Krishna Dhaba,No,0,0
Taj Chicken Point,No,0,0
Domino's Pizza,Yes,2.3,32
Delhi 6 - Royal Cuisine Of The Walled City,No,4.1,271
Food Hub,No,3,4
RR China Tawun,No,0,1
Aka Saka,No,3.3,176
Anil Mishtan Wala,No,3.1,10
Barista,Yes,3.3,73
Cafe 1 Fast Food,No,3,12
Cake Central - Premier Cake Design Studio,No,3.4,13
Chawla's Tandoori Junction,Yes,3.3,33
Chawnsan Chef,Yes,3.4,104
Choco Kraft,Yes,3.2,12
Colonel's Kababz,Yes,3.2,600
Confectionately Seerat's,No,3.2,13
Country Curries,Yes,2.7,8
Domino's Pizza,Yes,2.5,78
Duggal's Rasoi,No,3.4,35
Firefly India,No,3.4,16
Fluffles - The Fluffy Waffle Co.,Yes,2.5,7
Giani's,Yes,2.8,26
Giani,Yes,3.3,29
Green Chick Chop,Yes,2.7,16
Gulshan Fish & Chicken Fry,No,3.2,14
Kitchen22,No,3.1,9
La Chocoallure,No,2.9,7
Little Dragon,No,2.9,102
Maddi Sweet Centre,No,3.2,22
Man Vs Food The Kitchen,No,3.1,9
MB's,No,3.1,128
Moet's Sizzlers,No,3,496
Oberoi's,Yes,3.2,8
Punjabee's Darbar,Yes,3.3,19
Qureshi's Kabab Corner,Yes,3.4,35
Saleem's Restaurant,No,3.2,53
Suri Saab Restaurant,No,3,39
The Sweet Boutique,No,3.3,25
Tibb's Frankie,Yes,3.2,28
Veg Ex,Yes,3.4,44
Zaaika Junction,Yes,2.6,56
28 Capri Italy,No,3.9,245
4S Chinese Restaurant,No,3.5,215
Amici Cafe,Yes,3.6,386
Angels in my Kitchen,Yes,3.8,460
Arabian Delites,Yes,3.6,146
Baskin Robbins,Yes,3.7,55
Cafe Brown Sugar,Yes,3.7,390
Chakhnaa Wala,No,3.5,15
Cocoberry,Yes,3.6,130
Concept,No,3.9,301
Deez Biryani & Kebabs,Yes,3.7,338
Def Col Social,No,3.9,798
D?_ner Grill,Yes,3.8,192
Hong Kong Express,Yes,3.8,196
Kent's Fast Food,No,3.7,766
Koyla Kebab,Yes,3.6,42
Meraki Cafe & Bar,No,3.6,139
Milk Patisserie,No,3.8,24
Moets Curry Leaf,No,3.5,208
Moets Oh! Bao,No,3.6,99
Moets Shack,No,3.7,601
Moets Stone,No,3.8,354
Moti Mahal Delux,Yes,3.8,130
Nizam's Kathi Kabab,Yes,3.8,303
NYC.PIE,No,3.8,306
Raro,No,3.7,304
Sagar Ratna,Yes,3.7,308
Subway,Yes,3.6,84
Swagath,Yes,3.9,749
The Jugaad Cafe Bar,No,3.8,238
Chicken Biryani Centre,No,0,2
Ekta Restaurant,No,0,2
Garam Masala,Yes,0,0
Gulati Food Corner,No,0,2
Kolkatta Kathi Roll,No,0,0
Muradabadi Shahi Biryani & Chicken Corner,Yes,0,0
Rara Dragon,No,0,0
Mehfil,No,2.4,35
Bonne Bouche,No,4.1,711
Cafe Yell,No,4.4,50
Defence Bakery,Yes,4.1,561
Desi Vibes,Yes,4,183
Ek Bar,No,4.1,242
Hwealthcafe,Yes,4.1,223
Kathputli,No,4.1,769
Kulfiano,No,4,169
Number 31,No,4.2,63
RoadRomeo,No,4,460
Sagar Ratna,Yes,4,782
The Culinary Pitaara,Yes,4.2,95
Whipped,Yes,4.2,372
Milko's,No,0,2
Mom's Bake,No,0,0
RV Restaurant,No,0,0
Turning Point Fast Food,No,0,1
A Vaishno Bhojnalaya,No,3.1,29
Aim Delhi Cafe,No,3.4,69
Apni Rasoi,Yes,2.8,109
Blue Bull Cafe,No,2.8,15
Cafe Bethak,No,3.4,76
Cafe Coffee Day,Yes,3.4,46
Cafe Coffee Day,Yes,3.2,87
Chakhlo Food Court,No,2.6,45
Domino's Pizza,Yes,2.5,109
Frontier,Yes,3,8
Good Foods,No,3.3,35
Grain Bell Restaurant,No,2.8,81
Green Chick Chop,Yes,3.1,72
Grover's - The Baker Shop,No,3,18
Hookups Cafe & Lounge,No,3.3,113
Jai Hind Dairy,No,2.8,5
Kaveri,No,3.3,51
Khushboo Vaishno Dhaba,No,2.9,5
Korea Restaurant,No,3,82
Kukkad Nukkad,No,3,12
Metro Fast Food,Yes,2.6,26
Mughlai Flavours,No,3.2,17
Pitstop,Yes,3.3,85
Pizza Hut,Yes,3.4,143
Prince Snacks & Momo's Point,No,3.4,39
Qash Retro Bar,No,2.7,81
Red Chillies,No,3.3,69
Samrat Bakers,No,2.6,16
Samrat Restaurant,No,3.4,173
Shammi Bhai Lassi Wala,No,3.2,45
Shooters Lounge and Bar,No,2.7,50
Singh Ching,No,3.4,427
Southy,Yes,2.6,138
Take n Taste Shawarma Zone,No,3,14
The Night Owl,Yes,2.8,51
Tilak's The Diners,No,3.1,130
Spezia Bistro,No,4.6,1071
Cent Percent The Pastry Shop,No,3.6,258
For God's Cake,No,3.9,533
Laxmi Ice Cream,Yes,3.7,93
Mirch Masala MM Cafe,No,3.7,484
Moh Maya Cafe,No,3.7,49
QD's Restaurant,Yes,3.9,2724
SuperHero Cafe,No,3.8,541
Suresh Fast Food,No,3.7,91
Wood Box Cafe,Yes,3.8,1970
Best Biryani,No,0,0
Derawal Soda Fountain,No,0,1
Eat & Gulp,No,0,1
L.N Live Kitchen,No,0,0
Papa Buns,Yes,0,1
Preet Fast Foods,No,0,0
Sikkim Chinese Food,No,0,2
Tawa King,No,0,0
The Pork Shop,No,0,3
TiffinToons,No,0,0
Vaishno Rasoi,Yes,0,3
Sagar Ratna,Yes,2.4,147
Slice of Italy,Yes,2.4,148
Bakar The Cafe,No,4.1,111
Indus Flavour,No,4.1,1384
Raw Creams,No,4.3,156
Ricos,No,4.3,4085
The Hudson Cafe,No,4.4,1537
YOLO 21,No,4.2,1526
Assam Food Stall,No,2.8,45
Darbar E Awadh,No,3.2,26
Hotel Tamil Nadu,No,3.1,13
Incrivel Goa,No,2.5,29
Lakshadweep,No,2.8,11
Odisha,No,3.1,52
Rajasthan Food Stall No. 1,No,3.4,69
Shillong View,No,3,36
Wazwan,No,3.1,44
Zayaka,No,2.8,8
Bihar ki Rasoi,No,3.5,28
Bijoli Grill,Yes,3.7,182
Maharashtra Food Stall,No,3.6,93
Manipur Food Stall,No,3.6,72
Momo Mia,No,3.8,152
Mother Dairy Ice Cream,No,3.5,19
Nagaland,No,3.7,143
Navdanya Organic Food Cafe,No,3.5,24
Tashi Delek Food Stall,No,3.5,30
Punjabi Rasoi,Yes,2.3,30
Aggarwal Bikaner Sweets,Yes,3,9
Angels Kitchen,No,3.2,10
Bedi's Kabab Corner,No,3.2,15
Bravo Diet Food and Nutrition,No,3,7
Chacha Chicken,No,2.8,9
Chao Cart,Yes,3.3,32
Chimney,Yes,2.9,4
Chutneez Ishtyle Bar and Dining,No,3.3,56
Deep Chicken Point,No,3,16
Domino's Pizza,Yes,3.3,87
Govind Dhaba,No,3.4,39
Huddle Cafe,No,3.4,23
Kovilakam,No,3.2,11
Mathur's Kitchen,No,2.6,15
McDonald's,Yes,3.3,65
New South Indian Hut,No,3.1,7
Night Bite,No,2.6,14
Pizza Station,Yes,3,7
Pummy Restaurant,No,2.7,14
Republic of Chicken,Yes,3,4
Salt N' Pepper,No,2.7,177
Shahi Zaikaa,No,3,6
Shubham,No,2.7,39
South Indian Corner,Yes,3.3,27
Sultan Food,No,3.1,14
Uncle Bakery,No,3.1,15
Urban Chopstick,No,2.6,50
Urban Kabab,No,3.1,97
Urban Punjab,Yes,3.2,103
Haldiram's,Yes,3.5,88
Pizza Hut Delivery,Yes,3.6,107
Aggarwal Sweet Corner,Yes,0,0
Amritsari Naan Hut,No,0,1
Annapurna Bhojnalaya,No,0,2
Asia,No,0,0
Bablu Chinese Food,No,0,0
Bikaner Rasoi,Yes,0,1
Crazzy Bite,No,0,0
Da Pizza Farm,No,0,1
Dada Ka,No,0,0
Friends N Foods,No,0,0
Hot N Fresh Pizza,No,0,0
Kake Di Chap,No,0,2
Kathi Junction,Yes,0,0
KSG,No,0,1
Mahavrer Chap Express,No,0,0
Mamma Drools,No,0,0
Pawan Foods,No,0,0
Pizza Hub,Yes,0,2
Prem Rasoi,No,0,0
Sanjha Chulah Babe Da,No,0,2
Shakun Cook-Du-Ku,No,0,0
The Taste of Punjab,No,0,1
Vaishno Bhojanalaya,No,0,2
Wrap N Roll,No,0,1
Zaika-E-Chaap Express,No,0,0
Slice of Italy,Yes,2.3,57
Bemisaal,No,3.4,122
Grillz,Yes,2.5,85
Tandoor Ka Zaika,No,2.6,55
The Barley House,No,3.4,35
Muffins,Yes,3.5,56
Dilli Darbar,Yes,2.3,118
Cafe Coffee Day,Yes,3,29
Domino's Pizza,Yes,3,63
Kings Kulfi,Yes,3.3,14
McDonald's,Yes,3.6,62
Tibb's Frankie,Yes,0,2
Cafe E,No,3.5,83
Cha-Shi,No,3.8,118
Habibi,Yes,3.1,134
Tikka Town,Yes,2.8,138
4700BC Popcorn,Yes,3.8,152
Al Zaitoon,No,3.5,246
Dunkin' Donuts,Yes,3.8,426
Foodhall,Yes,3.9,71
Haldiram's,Yes,3.7,229
TGI Friday's,Yes,3.7,984
The Beer Cafe,Yes,3.5,295
Big Chill,Yes,4.4,2777
Cinnabon,Yes,4.1,397
RollsKing,Yes,4.1,71
Tikka Town,Yes,3.2,118
Cafe Brown Sugar,Yes,3.6,161
Chaayos,Yes,3.9,91
Cinnabon,Yes,3.9,360
Foodhall,Yes,3.7,69
Haldiram's,Yes,3.7,134
Keventers,Yes,3.8,154
Krispy Kreme,Yes,3.9,98
L'Opera,Yes,3.8,159
Mad Over Donuts,Yes,3.7,169
Starbucks,Yes,3.9,109
The Beer Cafe,Yes,3.8,170
Ooh Lala !,No,4,154
Domino's Pizza,Yes,2.7,59
Flaming Wok,No,2.7,112
Frontier,Yes,3,11
Haldiram's,Yes,3.6,195
McDonald's,Yes,3.5,100
Meatwale.com,Yes,0,0
Subway,Yes,2.4,65
Twenty Four Seven,Yes,2.9,7
Wah Ji Wah,Yes,2.9,8
Aggarwal Sweets,Yes,2.7,10
Al-Malik,No,3.2,21
Bikaner Sweets,Yes,2.8,13
Cafe Coffee Day,Yes,2.7,24
Delhi Rasoi,No,3.3,19
Food Land,No,3.2,16
Froshier Fruits,No,3,7
Govinda's Confectionery,No,3.1,12
Halka Fulka,No,3.1,11
Hasty Tasty,Yes,2.8,12
Ikreate,No,3.1,9
Khan's Dilli-6 Biryani,No,3,19
Kolkata Hot Kathi Roll,Yes,2.7,21
Kowloon Express,No,3.4,17
LaDiDa,No,3.2,14
Litti.In,Yes,2.8,4
Mughals Rasoi,No,3.2,38
Naagar Foods,No,3.1,17
Novelty Chicken Corner,No,3.3,61
Raju Vaishnav Dhaba,No,3.2,19
Republic of Chicken,Yes,2.9,4
Shiv Shakti Vaishno Bhojnalaya,No,3.1,22
Spice Tree,No,2.7,12
Vadapav Junction,Yes,3.2,14
Zaaika Junction,Yes,3.1,25
17 Degree Food Service,No,0,1
Aggarwal Eating Point,No,0,2
Al- Laziz,No,0,0
Al- Sheikh,No,0,2
Anupama Sweets & Restaurant,No,0,2
Aurangzeb,No,0,1
Da Pizza Corner,Yes,0,2
Delhi Food Adda,No,0,0
Delhi Lazeez,No,0,2
Delhi Pizza Corner,No,0,2
Dessert Carte,No,0,0
Firangi Mithai,No,0,0
Ghar Ka Khana,Yes,0,0
Heera Chicken Corner,No,0,0
Jagram Dhaba,No,0,2
Janaab,No,0,1
K.K. Fast Food Service,No,0,3
Kasur Khyon,No,0,0
Kitchen King,Yes,0,2
Laziz Chinese Fast Food,No,0,0
Munch Brunch Cafe,No,0,3
Piyu Fast Food,No,0,0
Punjabi Tandoor,No,0,3
Roll Corner,Yes,0,2
Sher-e-Punjab,Yes,0,0
Test Restaruants for Medio,No,0,1
Uncle Sam,No,0,0
Vijay Store,No,0,1
Viya Cupcakery,No,0,0
Zaika Muradabadi,No,0,0
Asian Haus,Yes,4.1,686
Bake Club,Yes,3.2,44
Barichi,No,2.9,11
Barista,Yes,3.2,44
Baskin Robbins,Yes,2.6,11
Bite & More,No,3.3,24
Blue Water Grille Express,No,2.6,27
Brainfreezzers,No,3,5
Caboose X Cafe & Lounge,No,3.2,39
Cafe Buddy's,Yes,2.9,5
Cafe Coffee Day,Yes,2.9,38
Chinese Food,Yes,3.1,13
Chinese King,Yes,2.5,6
Cocoberry,Yes,3.3,28
Eggless Dukes,No,3.1,5
Empire The Meat Shop,No,3.3,31
FOG Cafe and Lounge,No,3,4
Forty 3 East,No,3.2,38
Green Chick Chop,Yes,3.3,31
Gyan's,No,3.4,93
Indi-QUE,No,3.3,46
Keventers,Yes,3,6
Pick Fresh Fish,No,3.2,17
Sat Guru Dhaba,No,2.6,43
Sharazz,No,3.2,32
Spice Box,No,3.4,21
The Baithak's,No,3.2,87
The Taste of India,No,3.2,12
Twenty Four Seven,Yes,3,23
Wrapss,Yes,3.1,50
Domino's Pizza,Yes,3.5,119
Dunkin' Donuts,Yes,3.6,177
Naivedyam,Yes,3.6,359
Punjabi Chaap Corner,Yes,3.5,53
Rice Bowl,No,3.7,241
The Diet Kitchen,Yes,3.9,178
The Yellow Chef,No,3.7,146
Tsui Wong,No,3.8,145
VC's Food Paradise,No,3.5,26
WeDesi Flavours,No,3.9,54
Hardwari,No,0,3
Johny's Vada Pav,No,0,3
My Kind Of Cafe,No,0,3
Panchratna Thali,No,0,1
Punjabi Rasoi,Yes,0,2
Shisha,No,0,0
Snacks and More,No,0,3
Swag Cafe,No,0,3
The Pink Whisk,No,0,2
Stabbers,No,2.4,101
Duke's Pastry Shop,No,4.1,150
Cafe Coffee Day,Yes,3.1,44
Chicago Pizza,Yes,2.5,93
Drool Waffles,Yes,3.1,9
Gelato Vinto,Yes,3.3,9
Joost Juice Bar,Yes,3.2,9
Karim's,Yes,3.1,185
Moti Mahal Delux,Yes,3.1,100
Sagar Ratna,Yes,3.3,70
Yo! China,Yes,2.6,110
Chaayos,Yes,3.6,106
Dimcha,No,3.9,145
Keventers,Yes,3.9,57
Khan Chacha,Yes,3.6,23
Sona Pure Veg Paradise,No,3.8,158
Subway,Yes,3.8,97
The Crunch Box,No,3.7,21
Nando's,Yes,0,3
FIO Cookhouse and Bar,No,4,752
Lord of the Drinks Forum,No,4.2,756
The Chatter House,Yes,4,1700
The Flying Saucer Cafe,Yes,4.3,3002
Tea Lounge - Eros Hotel,No,3.3,21
Blooms - Eros Hotel,No,3.9,150
Lounge & Bar - Eros Hotel,No,3.5,18
Sweet & Crusty - Eros Hotel,No,3.7,44
Empress of China - Eros Hotel,No,4.2,119
Essex Collections Patisserie,No,3.4,50
Essex Village Garden,No,3.4,218
Yes Minister - Pub & Kitchen,No,3.7,234
Gupta's Food Point,No,0,1
Andhra Bhavan,No,4.2,3010
Barista,Yes,3.2,15
Indian Accent - The Manor,No,4.9,1934
Dilli Grillz,No,0,2
Foodies,Yes,0,0
Giani's,Yes,0,1
FIO Country Kitchen and Bar,No,4.2,1561
Amul Ice-Cream Parlour,Yes,3,4
Bunty Dhaba,Yes,2.8,8
Chawla's,Yes,3.3,50
China Town,Yes,3,8
Chinese Inn,No,2.8,28
Grub Street,No,3.4,31
Guru Kripa,No,3,4
Himcream,No,3.3,17
Kashish Restaurant & Caterers,No,2.8,8
Punjabi's Veg Grill,Yes,3.2,8
Rahul Meat Corner,No,3.1,6
Ramesh Vaishno Dhaba,Yes,2.7,17
The Chinese Hut,Yes,2.8,50
Nagpal Di Hatti,No,3.5,29
Ramesh Vaishno Dhaba,Yes,3.5,31
Baweja's Haandi,No,0,0
Chaman Dhaba,No,0,3
Insane Foods,No,0,0
Jo Jo Chinese Fast Food,No,0,1
Kailash Vaishno Dhaba,No,0,0
Khurana Eating Point,No,0,0
Lots of Food,No,0,1
Madras Cafe,Yes,0,0
Parantha on Call,No,0,0
Pompas Chicken,No,0,1
Prem Ji Delhi Wale,No,0,0
Punjabi Tandoori Tikka,No,0,0
Punjabi's Veg Grill,Yes,0,0
Shree Banke Foods,No,0,3
Singh's,No,0,0
Soya Twist,No,0,0
Spice Studio,No,0,0
Tandoori Tadka,Yes,0,1
Tasty Tandoor,No,0,0
The Square Meal,Yes,0,1
Barbeque Nation,Yes,4,756
Burger King,Yes,3.4,33
BED,No,3,9
Cafe Coffee Day - The Lounge,Yes,2.6,70
Hunger Strike,Yes,3.3,70
Karim's,Yes,3.3,75
Nescafe,No,3.4,36
New Bengal Sweets,No,3.1,26
Red Wok,No,3.3,146
Room Service,No,3.4,246
Samavar,No,3.3,89
Subway,Yes,2.5,115
The Cocktail House,No,3.4,58
The Food Junction,No,2.8,78
The Kathis,Yes,3,67
The Munchbox,No,3.4,199
The Sugar Story,No,3.3,19
Owl is Well,No,4.5,162
A Piece of Paris,Yes,3.6,38
Baking Bad,Yes,3.8,697
Baskin Robbins,Yes,3.6,56
Bliss Bakery,No,3.8,51
Bread & More,No,3.7,130
Bun Intended,Yes,3.9,349
Cafe Culture,No,3.8,50
Cafe Diva,Yes,3.9,347
Cafe Turtle,Yes,3.5,251
