Restaurant Name,Price range,Has Table booking,Has Online delivery,Online Delivery by Price Range,Total Restaurants by Price Range,Percentage Offering Online Delivery,Percentage Offering table
Jalpaan Dining Saga,3,No,No,,,,
The Old House,3,No,No,,,,
Vinayaka Mylari,1,No,No,,,,
Empire Restaurant,2,No,No,,,,
Green Leaf,2,No,No,,,,
Pakva Lounge,2,No,No,,,,
Spring - Radisson Blu Plaza,4,No,No,,,,
Big Chicken,2,No,No,,,,
Tandooriwala,2,No,No,,,,
Jungle The Restaurant,3,No,No,,,,
The Barge Restaurant,4,No,No,,,,
By The Way,2,No,No,,,,
Cafe Cornucopia,2,No,No,,,,
Mezzaluna,2,No,No,,,,
Nanking,2,No,No,,,,
Oyster Bay,3,No,No,,,,
Purple Haze,3,No,No,,,,
House of Caffeine,2,No,No,,,,
Hide Out The Street Cafe,1,No,No,,,,
Tapri The Chai Books Cafe,1,No,No,,,,
Eat Street Express,2,No,Yes,,,,
Zaikart,2,No,Yes,,,,
Cafe Zinea,2,No,Yes,,,,
Checker's,2,No,Yes,,,,
The B.A.W.A,2,No,Yes,,,,
FSB,3,No,No,,,,
NESCAF? Illusions,2,No,No,,,,
Nineties,1,No,Yes,,,,
The Zuree Urban Kitchen,3,No,Yes,,,,
The Breakfast Story,2,No,No,,,,
Ten Downing Street Restaurant & Bar,3,No,No,,,,
Ashoka Restaurant,3,No,Yes,,,,
Moksh The Restro Lounge,3,No,No,,,,
Divtya Budhlya Wada Restaurant,2,No,No,,,,
Spice Route,4,No,No,,,,
Veg Aroma,3,No,No,,,,
Eastern Spice,3,No,No,,,,
The Bake Studio,2,No,No,,,,
Chai Tapri,1,No,No,,,,
Curry Leaves,3,No,No,,,,
Enter The Dragon,3,No,No,,,,
The Cafe Katta,3,No,No,,,,
White X Sky Lounge,3,No,No,,,,
12212,2,No,No,,,,
Al Arabian Express,3,No,No,,,,
RiverDine Restaurant & Bar,3,No,No,,,,
Barbeque Ville,4,No,No,,,,
Little Italy,3,No,No,,,,
Soma at Sula,4,No,No,,,,
Hotel Radhakrishna,2,No,No,,,,
Sadhana Restaurant,1,No,No,,,,
House Of Flavours,3,No,No,,,,
Food Cloud,2,No,No,,,,
Burger.in,1,No,Yes,,,,
Days of the Raj,3,Yes,Yes,,,,
Dilli Ka Dhaba,2,No,No,,,,
Govardhan,2,No,Yes,,,,
Mezbaan Grills,1,No,No,,,,
Say Cheese,1,No,Yes,,,,
Southy,1,No,Yes,,,,
Monosoz,1,No,Yes,,,,
Waves,3,Yes,Yes,,,,
Delhi Darbar,2,No,No,,,,
Chateau,3,Yes,No,,,,
Nariyal Cafe,3,Yes,No,,,,
Rustom's Parsi Bhonu,3,Yes,Yes,,,,
BarShala,2,No,No,,,,
Chawla's?_,2,Yes,Yes,,,,
Sultanat,3,Yes,Yes,,,,
Bella Italia,2,No,No,,,,
Clever Fox Cafe,2,Yes,No,,,,
365 Naturals,2,No,No,,,,
Tpot,2,No,No,,,,
4 on 44 Restaurant & Bar,3,Yes,Yes,,,,
Rambhog,1,No,No,,,,
Selfie Lounge Restro & Bar,3,Yes,Yes,,,,
BTW,1,No,No,,,,
Chilli Pepper,2,Yes,Yes,,,,
Puri Bakers,1,No,No,,,,
Jaiveer Naan & Chaap,2,No,Yes,,,,
Aggarwal's Sweets Paradise,1,No,No,,,,
Cakeophony By Sonali,1,No,No,,,,
Chandra Sweets,1,No,No,,,,
Chhotu Mashhoor Kathi Roll,1,No,No,,,,
Lazeez Restaurant,2,No,Yes,,,,
Madhuvan Chinese Fast Food,1,No,Yes,,,,
Mr Wong,2,No,Yes,,,,
Mughlai Shahi Rasoi,2,No,No,,,,
Mumbai Central Street Food,1,No,No,,,,
Neha's Treat,1,No,No,,,,
New Bakers Shoppee,1,No,No,,,,
Pant  Ice Cream Parlour,1,No,No,,,,
PM 2 AM Food Bank,2,No,Yes,,,,
Punjabi Chaap Corner,1,No,No,,,,
Sartaj Food Corner,2,No,Yes,,,,
The Sugar Therapy,1,No,No,,,,
Biryani Binge,2,No,Yes,,,,
City of Joy,2,No,No,,,,
Letz Roll,1,No,No,,,,
Nukkad,2,No,Yes,,,,
#InstaFreeze,1,No,No,,,,
Aahar Meat and Chicken Shop,1,No,No,,,,
Food Cafe,1,No,No,,,,
Lazeez Restaurant,2,No,No,,,,
Lemon Chick,2,No,Yes,,,,
Purani Dilli Foods,2,No,No,,,,
Tandoori Kebab,1,No,No,,,,
Alaturka,2,No,Yes,,,,
Amici Gourmet Pizza,2,No,Yes,,,,
Kylin Express,2,No,No,,,,
Big Fat Sandwich,2,Yes,Yes,,,,
Fashion Tv Cafe,4,Yes,No,,,,
Kylin Skybar,4,Yes,No,,,,
Lemon Drops,2,No,No,,,,
Punjabi By Nature Express,2,No,No,,,,
Peninsular Kitchen,3,Yes,Yes,,,,
Mithapur,1,No,No,,,,
Diggin,3,Yes,Yes,,,,
Aggarwal Sweet India,1,No,No,,,,
Banzara's,1,No,No,,,,
Bobby Tikki Wala,1,No,No,,,,
Chennai Junction,2,No,No,,,,
Chicken Bite,1,No,No,,,,
Chocolate Dreams,1,No,No,,,,
Dial n Dine,2,No,No,,,,
Fresh n Refresh,2,No,No,,,,
Garden Hut,1,No,No,,,,
Jugnu Gaming Zone and Cafe,2,No,No,,,,
Keventer's South Indian & Chinese Food,1,No,No,,,,
KTS,1,No,No,,,,
Mandarin,2,No,No,,,,
Penguin Bakers & Shakers,1,No,No,,,,
Rollmates,1,No,No,,,,
Tandoori Nights,2,No,No,,,,
Burger Dominion,2,No,Yes,,,,
Cafe Gainz,1,No,Yes,,,,
Chaskaa,2,No,Yes,,,,
Fabulous Cake Bites,1,No,Yes,,,,
Hangout - A House Of Kathis,1,No,No,,,,
Malais By Anands,1,No,No,,,,
Panchwati Rasoi,1,No,No,,,,
Sprinkles Cup & Cake,1,No,No,,,,
Target Ice Cream & Bakers,1,No,Yes,,,,
The Sweeet Jar,3,No,Yes,,,,
Amar Bakery,2,No,No,,,,
Cafe Brewbug,1,No,No,,,,
Chilll House Kafe,2,No,No,,,,
Cookie Shookie,1,No,No,,,,
Fabulous Cake,1,No,No,,,,
Jai Maa Shaarde Samose Wala,1,No,No,,,,
Madaan Confectionery,1,No,No,,,,
Magic Masala,2,No,No,,,,
Sikka Chinese Fast Food,1,No,No,,,,
Teedo's Cake Inn,2,No,No,,,,
Thalaiva Cafe,1,No,No,,,,
The Cake Affairs,2,No,No,,,,
Tulsi Ram Chinese Hut,1,No,No,,,,
V. K. Pasta,2,No,No,,,,
Xpert Bakers,1,No,No,,,,
Juniper Bar - Andaz Delhi,3,Yes,No,,,,
The Arena,3,Yes,No,,,,
Restaurant De Seoul,4,Yes,No,,,,
Taksim,3,Yes,No,,,,
Jom Jom Malay,3,No,No,,,,
Kofuku,3,No,Yes,,,,
The Sky High,3,No,No,,,,
Jux Pux - The Dreamer's Cafe,1,No,No,,,,
Pizzaon,2,No,No,,,,
FFC Restaurant,1,No,No,,,,
"34, Chowringhee Lane",1,No,Yes,,,,
Aapni Dhani,1,No,No,,,,
Bengal Sweet Corner,2,No,No,,,,
Chicken Vicken,2,No,No,,,,
Cup-a-licious,1,No,No,,,,
Metro Fast Food,1,No,No,,,,
Nagpal's,1,No,Yes,,,,
Nile Restro & Bar,3,Yes,No,,,,
Popular Chicken,1,No,No,,,,
Shankar Fast Food,1,No,No,,,,
Singh's Zaika,2,No,No,,,,
The Mirch Masala,2,No,No,,,,
Uncle Cake Shop,1,No,No,,,,
Kays Bar-Be-Que,2,No,Yes,,,,
Master Bakers,1,No,Yes,,,,
The Master's Fast Food Centre,1,No,No,,,,
6 Pack Momos,1,No,No,,,,
Al Noor Foods,2,No,No,,,,
Avon Kitchen,2,No,No,,,,
Bhasad Cafe,2,No,No,,,,
Bikaner Kesarvala,1,No,No,,,,
De Bone Chicken,1,No,No,,,,
Indian Fresh Meat Shop,1,No,No,,,,
JD's Food Court,2,No,No,,,,
Malhotra Bakery,1,No,No,,,,
Matthi Wala,1,No,No,,,,
Nirula's Ice Cream,1,No,No,,,,
Punjabi Chaap Corner,1,No,Yes,,,,
Puran Dhaba,1,No,No,,,,
Rama Desi Ghee Meat Wala,2,No,No,,,,
VadaPav 'n' Frankie,1,No,No,,,,
Chhabra Sweets,1,No,No,,,,
Kanwarji's,1,No,Yes,,,,
Smelling Salts,3,Yes,No,,,,
Wheelyz,2,No,Yes,,,,
Bell Pepperz,3,Yes,Yes,,,,
Bharat Sweets,1,No,No,,,,
Invitation,3,Yes,No,,,,
Mystique Melange,3,Yes,No,,,,
Pandit Ji Paranthe Wale,1,No,No,,,,
Raju Chat Palace,1,No,No,,,,
Seasonings - The Spice Mysteries,3,Yes,Yes,,,,
SGF - Spice Grill Flame,2,No,Yes,,,,
Bablu Kabab Shop,2,No,No,,,,
Cake o' Cuisine,1,No,No,,,,
Hunger Flames,2,No,No,,,,
Puran Chand Ambala Wale Di Hatti,2,No,No,,,,
The Cake Gallery,2,No,No,,,,
Bablu Chic Inn,2,No,No,,,,
Masala Basket,1,No,Yes,,,,
Udta Punjab,2,No,No,,,,
Munch Nation,1,No,Yes,,,,
Bengali Pastry Shop & Snack Bar,2,No,No,,,,
Bhimsain's Bengali Sweet House,1,No,Yes,,,,
Colonel's Kababz,2,No,Yes,,,,
Karachi Bakery,1,No,No,,,,
Nathu's Sweets,2,No,Yes,,,,
Sachdeva Confectioners,2,No,Yes,,,,
Bengali Sweet House,1,No,No,,,,
Bijoli Grill,2,Yes,No,,,,
Nathu's Pastry Shop,1,No,No,,,,
Balaji Dhaba,1,No,No,,,,
Bhagat Ji,1,No,No,,,,
Hangout Kathi Rolls,1,No,No,,,,
Makers & Bakers,1,No,No,,,,
Habibi Express,2,No,Yes,,,,
China Town,1,No,No,,,,
High Street Kitchen & Bar,3,Yes,No,,,,
The Kylin Experience,3,No,Yes,,,,
Asia Kitchen,3,Yes,Yes,,,,
Krips Restaurant,3,Yes,Yes,,,,
Yo! China,3,Yes,Yes,,,,
RPM,3,Yes,No,,,,
By The Way - Bellagio,3,Yes,Yes,,,,
Red - Bellagio,3,Yes,Yes,,,,
Soul Curry - Bellagio,3,Yes,Yes,,,,
Alpha 63,3,Yes,No,,,,
Bite-N-Sip,1,No,Yes,,,,
Lotus Garden,4,Yes,No,,,,
Meethas Sweets,1,No,No,,,,
Nirula's,3,No,Yes,,,,
Punjabi Tadka,1,No,No,,,,
Snack Bar,1,No,No,,,,
South Indian Food,1,No,No,,,,
Coffee Shop - Centaur Hotel,3,No,No,,,,
Al Kuresh,2,No,Yes,,,,
Angan Bakery & Cafe,2,No,No,,,,
Bamboo Chopstix,2,No,No,,,,
Bawarchis,2,No,No,,,,
Bikanervala,1,No,No,,,,
Chanakya Bar-Be-Que,2,Yes,No,,,,
Chattisgarh Bhawan,1,No,No,,,,
Chimney,2,Yes,No,,,,
China Town Sizzlers,2,No,No,,,,
Chinese Bite,2,No,No,,,,
Chinese Garden,2,Yes,No,,,,
Food Point,1,No,No,,,,
Ikko,3,Yes,No,,,,
Jammu And Kashmir House,2,No,No,,,,
Laguna,2,No,No,,,,
Momo Point,2,No,No,,,,
Organic Express,2,No,No,,,,
Tamil Nadu House Canteen,2,No,No,,,,
The Chocolate Avenue,1,No,No,,,,
Chimney Sizzlers,2,Yes,Yes,,,,
Gujarat Bhawan Restaurant,1,No,No,,,,
It??s Sinful,1,No,No,,,,
Jakoi,2,No,No,,,,
Arunachal Bhawan,1,No,No,,,,
Hotel New Tamil Nadu,1,No,No,,,,
Milan Food,2,No,No,,,,
Playboy Club,4,No,No,,,,
Moti Mahal Delux,3,Yes,No,,,,
The Treat,2,No,No,,,,
Break Fast Point,1,No,No,,,,
Breakfast Corner,1,No,No,,,,
Prince Cafe,1,No,No,,,,
Spicy Eleven,2,No,No,,,,
Vaishno Punjabi Dhaba,1,No,No,,,,
Adarsh Bhojnalaya,1,No,No,,,,
Al Haj Bakery,1,No,No,,,,
Anmol Chicken,1,No,No,,,,
Babu Ram Paranthe Wale,1,No,No,,,,
Bhaijaan Kababs,1,No,No,,,,
Bhikharam's,1,No,No,,,,
Bikanervala,2,No,No,,,,
Brijwasi Bhoj,1,No,No,,,,
Brijwasi Restaurant,1,No,No,,,,
Comesum,1,No,No,,,,
Inderpuri Restaurant,1,No,No,,,,
Kamdhenu Family Corner,1,No,No,,,,
Khalsa Hindu Hotel,1,No,No,,,,
Mahalaxmi Mishthan Bhandar,1,No,No,,,,
Natraj Cafe,1,No,No,,,,
Padam Chaat Corner,1,No,No,,,,
Pandit Ved Prakash Lemon Wale,1,No,No,,,,
Pt. Babu Ram Devi Dayal Paranthe Wale,1,No,No,,,,
Rabri Bhandar,1,No,No,,,,
Ram Parshad Makhan Lal,1,No,No,,,,
Rambhoj,1,No,No,,,,
Rehmatullah's Hotel,1,No,No,,,,
Sharma Bhojnalay,1,No,No,,,,
Shree Balaji Chaat Bhandar,1,No,No,,,,
Shri Duli Chand Naresh Gupta,1,No,No,,,,
Shri Hari Sharnam,1,No,No,,,,
Sindhi Chicken,1,No,No,,,,
Soni Bhojnalaya,1,No,No,,,,
Super Restaurant,1,No,No,,,,
Tiwari Ji Confectioner,1,No,No,,,,
Zaika Mughlai Foods,2,No,No,,,,
Al Yousuf,1,No,No,,,,
Amritsari Lassi Wala,1,No,No,,,,
Annapurna Bhandar,1,No,No,,,,
Bishan Swaroop Chaat Bhandar,1,No,No,,,,
Gole Hatti,1,No,No,,,,
Kanwarji's,1,No,No,,,,
Kedarnath Prem Chand Halwai,1,No,No,,,,
Khan Omelette Corner,1,No,No,,,,
Natraj Dahi Bhalle Wala,1,No,No,,,,
Old Famous Jalebi Wala,1,No,No,,,,
Pt. Gaya Prasad Shiv Charan Paranthe Wale,1,No,No,,,,
Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale,1,No,No,,,,
Shiv Misthan Bhandar,1,No,No,,,,
Special Jalebi Wala,1,No,No,,,,
Tewari Bros Confectioners,1,No,No,,,,
Annapurna Chaat & Sweets,1,No,No,,,,
Delhi-6 The Chicken Planet,1,No,No,,,,
Dessi Food,1,No,No,,,,
Foody Dragon,1,No,No,,,,
Grover Eating Point,1,No,No,,,,
Hotel 121 Shakahari,1,No,No,,,,
Lala Chaap Corner,1,No,No,,,,
Meghraj & Sons,1,No,No,,,,
Old Kheer Shop,1,No,No,,,,
Punjabi Chicken,1,No,No,,,,
Ratan Singh,1,No,No,,,,
Shri Bhujia Bhandar,1,No,No,,,,
Chaina Ram Sindhi Confectioners,1,No,No,,,,
Giani's di Hatti,1,No,No,,,,
Jung Bahadur Kachori Wala,1,No,Yes,,,,
Lakhori - Haveli Dharampura,4,No,No,,,,
Milk n More,1,No,No,,,,
Kuremal Mohan Lal Kulfi Wale,1,No,No,,,,
Hira Chaat Corner,1,No,No,,,,
Kuremal Mahavir Prasad Kulfi Wale,1,No,No,,,,
Shakahari Restaurant,1,No,No,,,,
Shri Gujrat Namkeen Bhandar,1,No,No,,,,
Standard Sweets,1,No,No,,,,
Sudarshan,1,No,No,,,,
Ustad Moinuddin Kebab,1,No,No,,,,
Ashok Chaat Corner,1,No,No,,,,
Jain Coffee House,1,No,No,,,,
Spicy Food Court,2,No,Yes,,,,
Aristocrat Sweet Shop,1,No,No,,,,
Balluchi's - The Royal Cuisine,2,Yes,No,,,,
Bunty Dhaba,2,No,No,,,,
Gopal's Restaurant & Caterer's,1,No,No,,,,
Horn Please,3,Yes,Yes,,,,
Khatey Raho,1,No,No,,,,
Kolkata Biryani House,2,No,Yes,,,,
Kolkata Hot Kathi Roll,1,No,No,,,,
Madly Bangalee,1,No,No,,,,
Oh! China,2,No,Yes,,,,
Rabi Snacks Corner,1,No,No,,,,
Roll n Roast,1,No,No,,,,
Roller's High,2,No,No,,,,
Royal Chick 'N',1,No,Yes,,,,
Royal Kolkata Biryani,2,No,No,,,,
Sameer's Restaurant,2,No,Yes,,,,
Sanjha Chulha,2,No,No,,,,
Shepherd's,1,No,No,,,,
Soya King,1,No,Yes,,,,
Tasty Tonight,3,No,No,,,,
The Mustard,2,No,Yes,,,,
Wazwaan Restaurant,3,Yes,No,,,,
Yummi Kolkataa,1,No,No,,,,
Annapurna Sweet House,1,No,No,,,,
Ashirbad,1,No,No,,,,
Chocolatiers - The Chocolate Boutique,1,No,Yes,,,,
Dadu Cutlet Shop,1,No,No,,,,
Dogs & Wiches,2,No,Yes,,,,
Maa Tara,2,No,Yes,,,,
My Spice Kitchen,2,No,Yes,,,,
The Singing Tree,1,No,No,,,,
Baba Chicken Ludhiana Wale,1,No,No,,,,
Bengal Snacks,1,No,No,,,,
Brownies & More,1,No,No,,,,
Craving Cure,1,No,No,,,,
Cuisine,3,Yes,No,,,,
Food Nation,1,No,No,,,,
Kamala Fast Food & Chinese,1,No,No,,,,
Lokenath Sweets,1,No,No,,,,
Me and My Cake,2,No,No,,,,
Chulha Punjabi Da,2,No,Yes,,,,
Metro Grill,3,Yes,No,,,,
Cafe Cruise,3,Yes,Yes,,,,
Etal The Lounge Bar,4,Yes,No,,,,
"Game of Legends - Sports Bar, Grill, & Lounge",3,Yes,No,,,,
Al-raaya,2,No,Yes,,,,
Authentique Bites,1,No,No,,,,
Embassy,3,Yes,Yes,,,,
Narang's Bake 'n' Cake,1,No,No,,,,
New Darvesh,1,No,No,,,,
1UP,3,Yes,No,,,,
Gujarati Samaj Santushti,1,No,No,,,,
Hind Bakery & Chinese Fast Food,1,No,No,,,,
Hot Pot,1,No,No,,,,
Punjabi Flavour,1,No,No,,,,
Saras Fast Food Feast,1,No,No,,,,
The Night Owl,1,No,No,,,,
Wimpy Sweets And Confectioners,1,No,No,,,,
Boa Village,3,Yes,No,,,,
Anand Ji Restaurant,1,No,No,,,,
Cafe Coffee Day - The Lounge,2,No,No,,,,
Chaat Tadka,1,No,No,,,,
Chawla's Unique Chicken Corner,2,No,Yes,,,,
Dawat Khana,3,Yes,Yes,,,,
Eat n Joy,2,No,No,,,,
Khan Chicken Biryani,2,No,No,,,,
Kolkata Roll,1,No,No,,,,
R. Ahmad Food,1,No,No,,,,
Sab Ke Khatir,2,No,No,,,,
Bon Bon Pastry Shop,1,No,No,,,,
Moksha,3,Yes,Yes,,,,
Pebble Street,4,Yes,Yes,,,,
Kebab Gallery,1,No,No,,,,
Amber,3,Yes,Yes,,,,
Attitude Kitchen & Bar,3,Yes,No,,,,
Cafe Coffee Day,1,No,Yes,,,,
Castle 9,3,Yes,No,,,,
Delhi Darbar Dhaba,1,No,Yes,,,,
Garam Dharam,3,No,Yes,,,,
Gola Sizzlers,3,No,Yes,,,,
Indian Coffee House,1,No,No,,,,
My Bar Lounge & Restaurant,3,No,No,,,,
My Bar Square,3,No,No,,,,
The Immigrant Cafe,3,Yes,No,,,,
MOB Brewpub,3,No,No,,,,
Naturals Ice Cream,1,No,Yes,,,,
Zabardast Indian Kitchen,3,Yes,Yes,,,,
Anand Restaurant,2,No,No,,,,
Berco's,3,Yes,Yes,,,,
Blues,3,No,No,,,,
Cafe Coffee Day The Square,2,No,No,,,,
Cafe Dalal Street,3,No,Yes,,,,
Cafe Hawkers,3,Yes,No,,,,
Cafe Public Connection,3,Yes,No,,,,
Caf?? MRP,2,No,No,,,,
Cha Bar,2,No,No,,,,
Chew - Pan Asian Cafe,3,Yes,Yes,,,,
China Garden,3,Yes,No,,,,
Desi Vibes,3,Yes,Yes,,,,
Embassy,4,Yes,Yes,,,,
FLYP@MTV,3,Yes,No,,,,
Indian Grill Company,3,Yes,Yes,,,,
Jain Chawal Wale,1,No,Yes,,,,
Kake Da Hotel,2,No,No,,,,
Khan Chacha,2,No,Yes,,,,
Kinbuck 2,3,No,No,,,,
La Americana,1,No,Yes,,,,
Lady Baga,3,Yes,Yes,,,,
Life Caffe,3,Yes,No,,,,
Lord of the Drinks,4,No,No,,,,
Moets Arabica,1,No,No,,,,
Mother India,3,Yes,No,,,,
Mughlai Junction,2,No,Yes,,,,
My Bar Headquarters,3,No,No,,,,
Nando's,3,No,Yes,,,,
Nizam's Kathi Kabab,2,No,No,,,,
Oh My God,3,Yes,No,,,,
Open House Cafe,3,No,No,,,,
Parikrama - The Revolving Restaurant,4,No,No,,,,
Playboy Cafe,3,Yes,No,,,,
Privee',4,No,No,,,,
Quote - The Eclectic Bar and Lounge,3,Yes,No,,,,
Rajdhani Thali Restaurant,2,No,Yes,,,,
Route 04,3,Yes,Yes,,,,
Sbarro,2,No,Yes,,,,
Shake Square,1,No,No,,,,
South Indian Snacks,1,No,No,,,,
SSKY Bar & Lounge,4,Yes,No,,,,
Tamasha,3,Yes,No,,,,
Taste of China,3,No,Yes,,,,
Teddy Boy,3,Yes,No,,,,
The Beer Cafe - BIGGIE,3,Yes,No,,,,
The Flying Saucer Cafe,3,Yes,No,,,,
The Junkyard Cafe,3,Yes,No,,,,
The Luggage Room Kitchen And Bar,3,Yes,No,,,,
The Rolling Joint,1,No,Yes,,,,
The Vault Cafe,3,Yes,No,,,,
Veda,3,Yes,Yes,,,,
Warehouse Cafe,3,No,No,,,,
Zaffran,3,No,No,,,,
Zen,3,Yes,Yes,,,,
Shree Hari Vaishnav Dhaba,1,No,No,,,,
38 Barracks,3,Yes,No,,,,
Ambrosia Bliss,3,Yes,No,,,,
Ardor 2.1,4,Yes,Yes,,,,
Bikkgane Biryani,2,No,Yes,,,,
Biryani Blues,3,No,Yes,,,,
Caffe 9,4,Yes,Yes,,,,
Excuse Me Boss,3,Yes,No,,,,
Fa Yian,3,Yes,No,,,,
Fuji Japanese Restaurant,4,Yes,Yes,,,,
Healthy Routes,2,Yes,Yes,,,,
HotMess,3,Yes,Yes,,,,
House of Commons,3,Yes,No,,,,
Johnny Rockets,3,Yes,No,,,,
Odeon Social,3,Yes,No,,,,
Pebble Street,3,Yes,Yes,,,,
Piali - The Curry Bistro,3,Yes,Yes,,,,
Saravana Bhavan,2,No,Yes,,,,
Smoke On Water,3,Yes,No,,,,
The Darzi Bar & Kitchen,3,Yes,No,,,,
The G.T. Road,3,Yes,No,,,,
The Town House Cafe,4,Yes,No,,,,
United Coffee House,4,Yes,No,,,,
Unplugged Courtyard,3,No,No,,,,
Wenger's Deli,1,No,No,,,,
Wenger's,1,No,No,,,,
{Niche} - Cafe & Bar,3,Yes,No,,,,
Chicken Minar,2,No,Yes,,,,
G Lounge,3,Yes,No,,,,
Gyms Kook,3,No,Yes,,,,
Burger Joint,1,No,Yes,,,,
Eleven to Eleven,2,No,Yes,,,,
Le Chef,2,Yes,Yes,,,,
The Buffet Wagon,2,Yes,Yes,,,,
Connexions Bar - Crowne Plaza,4,Yes,No,,,,
Deli - Crowne Plaza,3,Yes,No,,,,
Lobby Lounge - Crowne Plaza,4,Yes,No,,,,
Infinity - Crowne Plaza,4,Yes,No,,,,
Fiery Grills,3,Yes,No,,,,
Cafe Desire,3,Yes,Yes,,,,
Kake Di Hatti,1,No,No,,,,
Akash Deep,2,No,No,,,,
Al Saad Foods,1,No,No,,,,
Chandrika,1,No,No,,,,
Dawat-E-Chaman,1,No,No,,,,
Kallu Nihari,1,No,No,,,,
King Bikaneri,1,No,No,,,,
Manchanda Bakery,1,No,No,,,,
Mehta Restaurant,1,No,No,,,,
Shree Jee Rasoi,2,No,Yes,,,,
Taj Snacks,1,No,No,,,,
Zaika,2,No,No,,,,
Bagli's Kitchen,2,No,No,,,,
Bhaja Govindam,2,Yes,No,,,,
Changezi Chicken,2,No,Yes,,,,
Dilli Gate,2,No,No,,,,
Jahangeer Foods,2,No,No,,,,
Moti Mahal,3,Yes,No,,,,
Nandlal Ka Dhaba,2,No,No,,,,
Sugandh,1,No,No,,,,
Suvidha Vegetarian,1,No,No,,,,
Anupam Jalpan,1,No,No,,,,
Aunty's Kitchen,1,No,No,,,,
Delhi 6 Foods,1,No,No,,,,
Fry Centre,1,No,No,,,,
Hilal Hotel Nihari,1,No,No,,,,
Iqbal's Mughal Cuisine,2,No,No,,,,
Kake Di Hatti Punjabi Khana,1,No,No,,,,
Kaushal Dhaba,1,No,No,,,,
Khan Foods,1,No,No,,,,
Kumar Sweet House,1,No,No,,,,
Negi Restaurant,1,No,No,,,,
Old Delhi Food Factory,2,No,No,,,,
Parantha Point,1,No,No,,,,
R.P.W Pizza,1,No,No,,,,
Rajdhani Restaurant,1,No,No,,,,
Roll's World,1,No,No,,,,
Shree Krishna Dhaba,1,No,No,,,,
Taj Chicken Point,1,No,No,,,,
Delhi 6 - Royal Cuisine Of The Walled City,2,No,No,,,,
Food Hub,1,No,No,,,,
RR China Tawun,1,No,No,,,,
Aka Saka,3,Yes,No,,,,
Anil Mishtan Wala,1,No,No,,,,
Cafe 1 Fast Food,1,No,No,,,,
Cake Central - Premier Cake Design Studio,1,No,No,,,,
Chawla's Tandoori Junction,2,No,No,,,,
Chawnsan Chef,2,No,Yes,,,,
Choco Kraft,1,No,Yes,,,,
Colonel's Kababz,2,Yes,No,,,,
Confectionately Seerat's,2,No,No,,,,
Country Curries,2,No,Yes,,,,
Duggal's Rasoi,2,No,No,,,,
Firefly India,2,No,No,,,,
Fluffles - The Fluffy Waffle Co.,1,No,Yes,,,,
Gulshan Fish & Chicken Fry,1,No,No,,,,
Kitchen22,2,No,No,,,,
La Chocoallure,1,No,No,,,,
Little Dragon,1,No,No,,,,
Maddi Sweet Centre,1,No,No,,,,
Man Vs Food The Kitchen,2,No,Yes,,,,
MB's,3,Yes,No,,,,
Moet's Sizzlers,3,No,No,,,,
Oberoi's,1,No,No,,,,
Punjabee's Darbar,2,No,Yes,,,,
Saleem's Restaurant,2,No,Yes,,,,
Suri Saab Restaurant,2,No,Yes,,,,
The Sweet Boutique,1,No,No,,,,
Zaaika Junction,2,No,Yes,,,,
28 Capri Italy,3,Yes,Yes,,,,
4S Chinese Restaurant,2,No,No,,,,
Arabian Delites,2,No,Yes,,,,
Cafe Brown Sugar,3,No,Yes,,,,
Chakhnaa Wala,1,No,Yes,,,,
Cocoberry,1,No,Yes,,,,
Concept,2,No,No,,,,
Deez Biryani & Kebabs,2,Yes,Yes,,,,
Def Col Social,3,Yes,Yes,,,,
D?_ner Grill,2,No,Yes,,,,
Kent's Fast Food,2,No,Yes,,,,
Koyla Kebab,2,No,Yes,,,,
Meraki Cafe & Bar,3,Yes,Yes,,,,
Milk Patisserie,1,No,Yes,,,,
Moets Curry Leaf,3,Yes,Yes,,,,
Moets Oh! Bao,3,Yes,Yes,,,,
Moets Shack,3,Yes,Yes,,,,
Moets Stone,4,Yes,Yes,,,,
Nizam's Kathi Kabab,2,No,Yes,,,,
NYC.PIE,2,Yes,Yes,,,,
Raro,2,No,No,,,,
The Jugaad Cafe Bar,3,Yes,No,,,,
Chicken Biryani Centre,1,No,No,,,,
Ekta Restaurant,1,No,No,,,,
Gulati Food Corner,1,No,No,,,,
Kolkatta Kathi Roll,1,No,No,,,,
Muradabadi Shahi Biryani & Chicken Corner,1,No,No,,,,
Rara Dragon,2,No,No,,,,
Mehfil,2,No,No,,,,
Bonne Bouche,3,Yes,Yes,,,,
Cafe Yell,3,Yes,No,,,,
Defence Bakery,1,No,Yes,,,,
Ek Bar,3,Yes,Yes,,,,
Hwealthcafe,2,Yes,Yes,,,,
Kathputli,2,Yes,Yes,,,,
Kulfiano,1,No,Yes,,,,
Number 31,3,Yes,Yes,,,,
RoadRomeo,3,Yes,Yes,,,,
The Culinary Pitaara,2,No,Yes,,,,
Whipped,2,No,Yes,,,,
Milko's,1,No,No,,,,
Mom's Bake,1,No,No,,,,
RV Restaurant,1,No,No,,,,
Turning Point Fast Food,2,No,No,,,,
A Vaishno Bhojnalaya,1,No,No,,,,
Aim Delhi Cafe,1,No,No,,,,
Blue Bull Cafe,2,No,No,,,,
Cafe Bethak,2,No,No,,,,
